SN,Gtin,Serial no,Status,Sending Status
298,88,KNWTT83AA,allow,1200
299,88,NGGNTXDBB,allow,1200
300,88,302YRP76X,allow,1200
301,88,XXGC1NXAX,allow,1200
302,88,VAY2HNGTZ,allow,1200
303,88,TMT68ZTCR,allow,1200
304,88,FR579DC1P,allow,1200
305,88,TC3S1TFP2,allow,1200
306,88,2CCZ1H23Z,allow,1200
307,88,TEBN32K21,allow,1200
308,88,2RX5XKBGF,allow,1200
309,88,1FFK9FFR1,allow,1200
310,88,5R1AV3F17,allow,1200
311,88,PCBM35P13,allow,1200
312,88,VVYFW8CR2,allow,1200
313,88,E4W46ZKAP,allow,1200
314,88,5ZMHKD9P9,allow,1200
315,88,X4H6AE3C1,allow,1200
316,88,VWVMEVP30,allow,1200
317,88,3YZ32HV1T,allow,1200
318,88,3383VZ2W7,allow,1200
319,88,3T9GMXX1M,allow,1200
320,88,B2MTRS676,allow,1200
321,88,P7GH4CVCB,allow,1200
322,88,80PVRXYNY,allow,1200
323,88,86ETMR7RC,allow,1200
324,88,RDBE2CCV1,allow,1200
325,88,TXZ3ZP7X3,allow,1200
326,88,7MX29SZZP,allow,1200
327,88,T95P232MD,allow,1200
328,88,1CEXK71VA,allow,1200
329,88,SE5MCFZCB,allow,1200
330,88,T3B2NCE7K,allow,1200
331,88,5DKDH5MH3,allow,1200
332,88,4TCK1XWYS,allow,1200
333,88,WEYY594S6,allow,1200
334,88,KK3F5WG5Y,allow,1200
335,88,RGWWERS6B,allow,1200
336,88,A6T1VPK5X,allow,1200
337,88,G41AE8BDZ,allow,1200
338,88,FB63AKFG7,allow,1200
339,88,NAB1MMRTM,allow,1200
340,88,7X4FZVXV0,allow,1200
341,88,72NRC3HMD,allow,1200
342,88,P70C267FE,allow,1200
343,88,ZYSPVMF8H,allow,1200
344,88,BXRTMSG5Z,allow,1200
345,88,CWNWG8YXZ,allow,1200
346,88,BE6E73KT8,allow,1200
347,88,S3N3NCMAZ,allow,1200
348,88,19YMP5TSN,allow,1200
349,88,7XGTB0SFV,allow,1200
350,88,86FTG7NF7,allow,1200
351,88,KAF3VGSGA,allow,1200
352,88,RRXNX0ZT3,allow,1200
353,88,8DSTKP4GC,allow,1200
354,88,54N8WNEE9,allow,1200
355,88,8CX2FR0X2,allow,1200
356,88,58XPMR4VD,allow,1200
357,88,X1Y4XKV7C,allow,1200
358,88,VAZEHGN85,allow,1200
359,88,DY6AKKT7P,allow,1200
360,88,YFX2CZ34S,allow,1200
361,88,ABVMM95TV,allow,1200
362,88,DDNZTWPW5,allow,1200
363,88,1X1D14FEW,allow,1200
364,88,C5357RWFS,allow,1200
365,88,XT894R6RV,allow,1200
366,88,HFBN28FY5,allow,1200
367,88,S2WFPXZ3R,allow,1200
368,88,SMH5PY6S5,allow,1200
369,88,3H9GZTTP0,allow,1200
370,88,2EPZG7DR8,allow,1200
371,88,RTMT8HVAC,allow,1200
372,88,VPRTAYSF3,allow,1200
373,88,W6F22X59P,allow,1200
374,88,3P68GX2PE,allow,1200
375,88,DZP549A58,allow,1200
376,88,BBHZZD6SK,allow,1200
377,88,K2FKRV11E,allow,1200
378,88,7P3GX8AFK,allow,1200
379,88,9HK8B7KED,allow,1200
380,88,ZD0RKB1SZ,allow,1200
381,88,NANZ5CGCV,allow,1200
382,88,BE365Z53C,allow,1200
383,88,290HNAF1E,allow,1200
384,88,FV263FYPP,allow,1200
385,88,C1C1PZ4RS,allow,1200
386,88,1V022WBH6,allow,1200
387,88,W228ETAWR,allow,1200
388,88,4T9WRF10C,allow,1200
389,88,BP3PW4927,allow,1200
390,88,26W6ZCM5D,allow,1200
391,88,V98BTPNDG,allow,1200
392,88,WPNMA8DDV,allow,1200
393,88,RX47PN5S2,allow,1200
394,88,69M4B6T18,allow,1200
395,88,PTMZHGDZD,allow,1200
396,88,XCR9MRPHC,allow,1200
397,88,550RZ4WBG,allow,1200
398,88,E45W5CZ6D,allow,1200
399,88,N7C5VE07W,allow,1200
400,88,MFE5MF3NA,allow,1200
401,88,P8M6KCPAM,allow,1200
402,88,EDB7C0E1E,allow,1200
403,88,GEZW6B63R,allow,1200
404,88,HRV7SZ23W,allow,1200
405,88,TPN4WDTEB,allow,1200
406,88,YS845ENXW,allow,1200
407,88,WTWWA232C,allow,1200
408,88,P9X945PM0,allow,1200
409,88,2ENDSSGS8,allow,1200
410,88,H89MBCWNX,allow,1200
411,88,1RMPVAS1R,allow,1200
412,88,D7DGEX6AM,allow,1200
413,88,NZT2PT9Z2,allow,1200
414,88,XWT531G55,allow,1200
415,88,7F1AT69M1,allow,1200
416,88,AM4TWZ3G3,allow,1200
417,88,3RWC6ZGWE,allow,1200
418,88,NZ8RNXFYN,allow,1200
419,88,KG554WVFZ,allow,1200
420,88,N1TE1SN07,allow,1200
421,88,1D0A6NG1S,allow,1200
422,88,D1S8M01PT,allow,1200
423,88,M1S42EE6Z,allow,1200
424,88,GGC46SNWB,allow,1200
425,88,6S9Y6T4PE,allow,1200
426,88,CPT3HYXWT,allow,1200
427,88,KHY3V9DX1,allow,1200
428,88,DDFGZ0WYZ,allow,1200
429,88,D5E4EYR7E,allow,1200
430,88,M2V7AS87V,allow,1200
431,88,3N3ZM3W32,allow,1200
432,88,4PZDFZHRK,allow,1200
433,88,YY146G502,allow,1200
434,88,BFX9FVKA8,allow,1200
435,88,NYH2BDMG4,allow,1200
436,88,VKX8MPH9R,allow,1200
437,88,4A4N7BBWW,allow,1200
438,88,SW78WHYNG,allow,1200
439,88,M98N8C1CZ,allow,1200
440,88,6NKRZS7P2,allow,1200
441,88,FG1H20M2N,allow,1200
442,88,90CTZHZSV,allow,1200
443,88,ZE1875D01,allow,1200
444,88,MNRNACHKA,allow,1200
445,88,BKHW9Z0YR,allow,1200
446,88,1XK6YYSN7,allow,1200
447,88,YWNASYGEZ,allow,1200
448,88,WWCFXSZZE,allow,1200
449,88,RM1845A2M,allow,1200
450,88,5EP7X3D24,allow,1200
451,88,TX5BG2XVT,allow,1200
452,88,6ZXGPN09E,allow,1200
453,88,W0W4KC8DD,allow,1200
454,88,BFXD6YB17,allow,1200
455,88,8GT2T66Y4,allow,1200
456,88,BAEF37N6N,allow,1200
457,88,VFBAWA1SY,allow,1200
458,88,RZRZ4BAGZ,allow,1200
459,88,BP99X4FV1,allow,1200
460,88,G42T8HDBE,allow,1200
461,88,GF473VBB9,allow,1200
462,88,5K4KNC17Y,allow,1200
463,88,E8ZZWH3ZW,allow,1200
464,88,NSKKTS7Y3,allow,1200
465,88,RR5GZTSC0,allow,1200
466,88,58REN6GF5,allow,1200
467,88,PMV8VHKXG,allow,1200
468,88,KRSE8N2VT,allow,1200
469,88,1AS89SVGP,allow,1200
470,88,TH6MM6DFD,allow,1200
471,88,DZWWKN7EA,allow,1200
472,88,ER4SNS3SM,allow,1200
473,88,EM34F6XVB,allow,1200
474,88,A06Z99SW4,allow,1200
475,88,XE10WV4B6,allow,1200
476,88,3R996S0P1,allow,1200
477,88,RVVMH5K9A,allow,1200
478,88,EFPA552S5,allow,1200
479,88,7K9MADB9P,allow,1200
480,88,GTKY9T82K,allow,1200
481,88,RYC9WAAKT,allow,1200
482,88,TAEY488MG,allow,1200
483,88,629E0HVVT,allow,1200
484,88,ZKF5ZXRHH,allow,1200
485,88,9N141G127,allow,1200
486,88,1ZH22DA9F,allow,1200
487,88,XNZ5A9KZZ,allow,1200
488,88,YK529ZWRA,allow,1200
489,88,N60626ZKP,allow,1200
490,88,35AY75267,allow,1200
491,88,S5K9FNGEC,allow,1200
492,88,DD4Y2RSE9,allow,1200
493,88,7NTSXWRW0,allow,1200
494,88,XKX8ZTERA,allow,1200
495,88,Y62SFD1ZF,allow,1200
496,88,CVRPH2S1X,allow,1200
497,88,VH3SYRG62,allow,1200
498,88,3R8WGXFT5,allow,1200
499,88,6M9KFCS4T,allow,1200
500,88,34WZ7R6B4,allow,1200
501,88,YG3R64M99,allow,1200
502,88,76KETK30G,allow,1200
503,88,G9ZWYBYEM,allow,1200
504,88,EC005NHA9,allow,1200
505,88,MC3HW8PZX,allow,1200
506,88,DDXA6D7ZD,allow,1200
507,88,B3MX2WF95,allow,1200
508,88,7XNT7YEXB,allow,1200
509,88,20RM66P3D,allow,1200
510,88,6GS2CYNGP,allow,1200
511,88,3P1EV6P6S,allow,1200
512,88,V7R4P809T,allow,1200
513,88,Z2K4CET7H,allow,1200
514,88,BC8T5PECN,allow,1200
515,88,SWRMAVZ0V,allow,1200
516,88,FV55PEW9G,allow,1200
517,88,TZB01YBK8,allow,1200
518,88,F6VYPSYW0,allow,1200
519,88,WBDEFE6DR,allow,1200
520,88,KHKR02TY5,allow,1200
521,88,568G0FE05,allow,1200
522,88,TWRCW744X,allow,1200
523,88,NTS573AYZ,allow,1200
524,88,XXZ0S7EZ4,allow,1200
525,88,VVPWRC9YK,allow,1200
526,88,3SN7X991M,allow,1200
527,88,F40K60K0K,allow,1200
528,88,28E4B0FN6,allow,1200
529,88,4CG6116M6,allow,1200
530,88,39P086FTX,allow,1200
531,88,527S9N59G,allow,1200
532,88,CX0SXS7C2,allow,1200
533,88,GW3S3YF33,allow,1200
534,88,7DDGW2Y91,allow,1200
535,88,R9RSST4T8,allow,1200
536,88,MTPXHYNEE,allow,1200
537,88,N0H36XVDB,allow,1200
538,88,K40Y070RD,allow,1200
539,88,X8KA17XTV,allow,1200
540,88,2D4812B59,allow,1200
541,88,CX6RY92YB,allow,1200
542,88,FC1NK4MK0,allow,1200
543,88,K1C8HFD0T,allow,1200
544,88,T4T8D8M7Z,allow,1200
545,88,K62BDFVSE,allow,1200
546,88,CGA6PMXFB,allow,1200
547,88,MMGFM1BPM,allow,1200
548,88,SVZPT5A1B,allow,1200
549,88,3GYPHBV1X,allow,1200
550,88,XASMC2N7V,allow,1200
551,88,5BB7D02FP,allow,1200
552,88,1K895Z3WS,allow,1200
553,88,2H84VP7EH,allow,1200
554,88,TPX2AFAZF,allow,1200
555,88,W6FM0R64G,allow,1200
556,88,GX5BWHY24,allow,1200
557,88,2TS2AS7R0,allow,1200
558,88,FE85RX3MW,allow,1200
559,88,HAWZZWAAA,allow,1200
560,88,2KEVY8D4S,allow,1200
561,88,X1YTZ9NRH,allow,1200
562,88,AG7S7C9A3,allow,1200
563,88,9F948ZEFK,allow,1200
564,88,RK6RT9SGH,allow,1200
565,88,83TY8130B,allow,1200
566,88,8PZP3S042,allow,1200
567,88,CRXVCR6H1,allow,1200
568,88,5C2VSAP0N,allow,1200
569,88,1E55HT4W8,allow,1200
570,88,71WD7NPFA,allow,1200
571,88,V8TEV94DK,allow,1200
572,88,7XBY1051M,allow,1200
573,88,F7GN18G39,allow,1200
574,88,PX5CSWS5X,allow,1200
575,88,87HMNA9YG,allow,1200
576,88,K2804PBFW,allow,1200
577,88,ZYXXH9VWA,allow,1200
578,88,15VZM2BPM,allow,1200
579,88,NM2HG7PWF,allow,1200
580,88,M37468BPD,allow,1200
581,88,4MCR0G4RX,allow,1200
582,88,N68WDFAM0,allow,1200
583,88,MG0HXHMWK,allow,1200
584,88,DDSTCA529,allow,1200
585,88,79963RZ2W,allow,1200
586,88,4MN3RPMT9,allow,1200
587,88,N0DKXSR9M,allow,1200
588,88,MR7126BCD,allow,1200
589,88,B8E9R05FH,allow,1200
590,88,WPZVFH315,allow,1200
591,88,F7V695RXH,allow,1200
592,88,1H49S1A11,allow,1200
593,88,4XANTN4P1,allow,1200
594,88,PCBCV3ME1,allow,1200
595,88,H2D1TFX6Z,allow,1200
596,88,C33MGD0NW,allow,1200
597,88,5N5EFNMM7,allow,1200
598,88,86MEP9FGG,allow,1200
599,88,E1497FAC8,allow,1200
600,88,5C1B4WDC0,allow,1200
601,88,6PK0EYSA5,allow,1200
602,88,W8YSAA7DN,allow,1200
603,88,4ZV2H4D7A,allow,1200
604,88,2C3EAXAFS,allow,1200
605,88,V4H5SB43R,allow,1200
606,88,592DYX364,allow,1200
607,88,ZNKZ2XTR0,allow,1200
608,88,MFBYY5PMM,allow,1200
609,88,H1PAD6PH9,allow,1200
610,88,57MSZGP6A,allow,1200
611,88,175AMZM5E,allow,1200
612,88,2R2NEYEBS,allow,1200
613,88,68HW4FXAW,allow,1200
614,88,WKX67E3PA,allow,1200
615,88,MDX2REHS9,allow,1200
616,88,NTPF93PN0,allow,1200
617,88,P3EBKSKZK,allow,1200
618,88,XX6YNGS19,allow,1200
619,88,K47G9K27T,allow,1200
620,88,PYD4BFHF1,allow,1200
621,88,S1G5YCWFZ,allow,1200
622,88,CR0T6TRHS,allow,1200
623,88,ZR0R14GTV,allow,1200
624,88,S75XDYRGT,allow,1200
625,88,N8FKR122Y,allow,1200
626,88,3EGX4SM7F,allow,1200
627,88,ASXT8KTNF,allow,1200
628,88,D6RNCP4BC,allow,1200
629,88,4D67XAMZT,allow,1200
630,88,1F4RXA0YK,allow,1200
631,88,P4ZTR68RF,allow,1200
632,88,CBBN9PMCH,allow,1200
633,88,NX5Z7R7DM,allow,1200
634,88,AVR7K93CS,allow,1200
635,88,1RCX22K8B,allow,1200
636,88,BB9A2DG5B,allow,1200
637,88,39XPA5CAR,allow,1200
638,88,D42VPCVHW,allow,1200
639,88,DYHBGZST4,allow,1200
640,88,2K623M5KB,allow,1200
641,88,5H4WB1R3B,allow,1200
642,88,NZ861BXMF,allow,1200
643,88,6SGEZNKZ9,allow,1200
644,88,S6BS8PD14,allow,1200
645,88,69H5E6SM0,allow,1200
646,88,3DD9FEH66,allow,1200
647,88,60K8NEPZT,allow,1200
648,88,F9KRFXA1T,allow,1200
649,88,WVE9ES7SZ,allow,1200
650,88,E2R3B3EC5,allow,1200
651,88,D44VWDAC7,allow,1200
652,88,X08P54VTX,allow,1200
653,88,G21KV8FNX,allow,1200
654,88,3A1268YCF,allow,1200
655,88,7XC0S6SV1,allow,1200
656,88,TWZ9PP4G1,allow,1200
657,88,BN555MAC6,allow,1200
658,88,GP2S4RFNW,allow,1200
659,88,HW1GDYNER,allow,1200
660,88,T6FRG40Y6,allow,1200
661,88,EBP8863YZ,allow,1200
662,88,VPSC32MD0,allow,1200
663,88,R9YGXD2M3,allow,1200
664,88,KRWZ39CT2,allow,1200
665,88,Y3H93Y4WG,allow,1200
666,88,YKV45CXCB,allow,1200
667,88,TX1BBM6WZ,allow,1200
668,88,EN4DXA2ZB,allow,1200
669,88,BWEX83MRP,allow,1200
670,88,BEK5G4K50,allow,1200
671,88,SFV8EZEYP,allow,1200
672,88,YX6GGMTPB,allow,1200
673,88,H4CNRHP40,allow,1200
674,88,HD6R6Y8WP,allow,1200
675,88,3RMEK4YW3,allow,1200
676,88,MPBXCRAF7,allow,1200
677,88,NA4593884,allow,1200
678,88,R0BZ4NSND,allow,1200
679,88,KH3DZRDG9,allow,1200
680,88,739WXBY0B,allow,1200
681,88,H75EBS1KD,allow,1200
682,88,W9KXHEHYC,allow,1200
683,88,H2V8FB889,allow,1200
684,88,54Z0ZPAD9,allow,1200
685,88,6FGBHW53B,allow,1200
686,88,2934F57EY,allow,1200
687,88,AB12SXK04,allow,1200
688,88,D7TDMMDZS,allow,1200
689,88,B3MMX9HBA,allow,1200
690,88,9P8FBWM1Z,allow,1200
691,88,TCC2K6T6P,allow,1200
692,88,661Z0Z30V,allow,1200
693,88,YTM5T7MWX,allow,1200
694,88,7XSH3444H,allow,1200
695,88,6240774KE,allow,1200
696,88,N1RKAGPMM,allow,1200
697,88,Z4HYRSRBA,allow,1200
698,88,8GPNDE3RB,allow,1200
699,88,379Z0G5AG,allow,1200
700,88,2293MC9YF,allow,1200
701,88,21WRE5NFV,allow,1200
702,88,1T7X5VNMA,allow,1200
703,88,637NZGHGG,allow,1200
704,88,50CC15ANK,allow,1200
705,88,MR8DWREV6,allow,1200
706,88,MCE5ESDHH,allow,1200
707,88,2E31BCGD6,allow,1200
708,88,H93V5W69N,allow,1200
709,88,G3CYS7FD6,allow,1200
710,88,EMYE6PERA,allow,1200
711,88,C3W4MV94S,allow,1200
712,88,1C0GZ54EG,allow,1200
713,88,FDP6XPMBE,allow,1200
714,88,D9N0PXF1E,allow,1200
715,88,SGKHG1PB6,allow,1200
716,88,CZZBRF6WV,allow,1200
717,88,CKRZGYR85,allow,1200
718,88,RVEARTSN9,allow,1200
719,88,HBZ3XXATY,allow,1200
720,88,KGG841C76,allow,1200
721,88,SVF9P0PCD,allow,1200
722,88,44PRW6D5V,allow,1200
