SN,Gtin,Serial no,Status,Sending Status
214,678768,41AKF2Z4T,allow,1300
215,678768,B8GR58P49,allow,1300
216,678768,F6SPX452A,allow,1300
217,678768,PG0CMDW11,allow,1300
218,678768,FGXY55C4G,allow,1300
219,678768,FWTBHZ04R,allow,1300
220,678768,RBRYBRE6A,allow,1300
221,678768,RZP4BCG4R,allow,1300
222,678768,XN4P4KHGY,allow,1300
223,678768,AP34AEDXM,allow,1300
224,678768,FA4R5MMWK,allow,1300
225,678768,TWWB8X5Z1,allow,1300
226,678768,A0E3VRE8A,allow,1300
227,678768,10EY16HRA,allow,1300
228,678768,K66VRR8V8,allow,1300
229,678768,WP251D9W9,allow,1300
230,678768,GH845ZH6F,allow,1300
231,678768,2YGRCTX1D,allow,1300
232,678768,RSA4YNRNE,allow,1300
233,678768,CK9FK2CBX,allow,1300
234,678768,D32VG3S16,allow,1300
235,678768,H4T90FYB6,allow,1300
236,678768,1C25F25ZR,allow,1300
237,678768,EG5AHPMKT,allow,1300
238,678768,Y7ZYP7PHT,allow,1300
239,678768,1XR0ZF62N,allow,1300
240,678768,PPXE13V78,allow,1300
241,678768,ECV2Z7EV0,allow,1300
242,678768,Y8P9HD7M9,allow,1300
243,678768,H5CS8XX0A,allow,1300
244,678768,XPDPYCH8S,allow,1300
245,678768,8G6XYK2ZF,allow,1300
246,678768,9HB5RHSKN,allow,1300
247,678768,SXDBHPYPC,allow,1300
248,678768,DT86EM8KV,allow,1300
249,678768,H96ZP4A0P,allow,1300
250,678768,SZSE4CZV5,allow,1300
251,678768,X2VZ59G45,allow,1300
252,678768,ADMTFA08D,allow,1300
253,678768,D9PVMC92V,allow,1300
254,678768,5D0SXS0HW,allow,1300
255,678768,YXC1APGCC,allow,1300
256,678768,5CFZT0RAT,allow,1300
257,678768,GXW33719H,allow,1300
258,678768,ABNVB0RXN,allow,1300
259,678768,81KF9CGZG,allow,1300
260,678768,RKBRM37G5,allow,1300
261,678768,3YF4ZHVZN,allow,1300
262,678768,EKPVB6BMZ,allow,1300
263,678768,6MND58GA8,allow,1300
264,678768,XY47GYWR5,allow,1300
265,678768,AX38348RF,allow,1300
266,678768,10AB5TGGD,allow,1300
267,678768,F546D2FPK,allow,1300
268,678768,VRG268DW0,allow,1300
269,678768,ZMXP7RDNV,allow,1300
270,678768,KKB5NE9MZ,allow,1300
271,678768,XC20MK34T,allow,1300
272,678768,X707V6ERE,allow,1300
273,678768,V0DFYC0NN,allow,1300
274,678768,B97V2NDMX,allow,1300
275,678768,D4XEYHDSV,allow,1300
276,678768,P0MS04MRR,allow,1300
277,678768,HZZSWT697,allow,1300
278,678768,4KH95W3P8,allow,1300
279,678768,RGY68XV1S,allow,1300
280,678768,WRRH5SPKZ,allow,1300
281,678768,XSGF7G1F5,allow,1300
282,678768,W85F0602P,allow,1300
283,678768,EKPA0B3VX,allow,1300
284,678768,V92WG1Z6F,allow,1300
285,678768,80X1SKVW7,allow,1300
286,678768,TC0T2NBXE,allow,1300
287,678768,PDNW7ZXTM,allow,1300
288,678768,WMGB0KYYA,allow,1300
289,678768,FG93N56D3,allow,1300
290,678768,GGGG19YG2,allow,1300
291,678768,NRRSASZWT,allow,1300
292,678768,8TG65DHZ0,allow,1300
293,678768,RK7FY37AZ,allow,1300
294,678768,7AYRDBE3T,allow,1300
295,678768,7CA248GAA,allow,1300
296,678768,94A786350,allow,1300
297,678768,YV066VVXE,allow,1300
298,678768,WBDXFTGVH,allow,1300
299,678768,YFXPSNEGB,allow,1300
300,678768,F2M3KF0C0,allow,1300
301,678768,7GY00DCVP,allow,1300
302,678768,5P1CEY23G,allow,1300
303,678768,SBCPVB5BA,allow,1300
304,678768,SM2HZEH63,allow,1300
305,678768,75ST600PH,allow,1300
306,678768,GKX35DX1D,allow,1300
307,678768,XPTF5H10A,allow,1300
308,678768,NR6D8RW6E,allow,1300
309,678768,HFBYACPBS,allow,1300
310,678768,N8H5R7F5M,allow,1300
311,678768,V2M7FWYD0,allow,1300
312,678768,SWHGG35NF,allow,1300
313,678768,G9NKBRX0R,allow,1300
314,678768,PV1X7ERD7,allow,1300
315,678768,CR1FM248P,allow,1300
316,678768,D78PN70BE,allow,1300
317,678768,53X3VBTRB,allow,1300
318,678768,V6G6MF1SW,allow,1300
319,678768,SZ18S2Y2V,allow,1300
320,678768,V6WTMXPBV,allow,1300
321,678768,5XS8BTMC1,allow,1300
322,678768,XTDA7E6MK,allow,1300
323,678768,AX595G36Y,allow,1300
324,678768,4FP018VY4,allow,1300
325,678768,Y1CNHW90W,allow,1300
326,678768,FGR6B91NW,allow,1300
327,678768,XR8MXM45A,allow,1300
328,678768,2ZRKFH9EG,allow,1300
329,678768,MSSK5EHPR,allow,1300
330,678768,ZVEDA5EHE,allow,1300
331,678768,ZX42BN1VS,allow,1300
332,678768,DZ9Z3YSBB,allow,1300
333,678768,DH4YAX348,allow,1300
334,678768,GDZFWKZ5G,allow,1300
335,678768,WPPXSYK09,allow,1300
336,678768,CYK54B4BF,allow,1300
337,678768,X6E5WXRY5,allow,1300
338,678768,CZFSZP9AR,allow,1300
339,678768,VB0GAWRSY,allow,1300
340,678768,N2N83TX1C,allow,1300
341,678768,XCRE53G9S,allow,1300
342,678768,GRKXRVA22,allow,1300
343,678768,54KP91NBF,allow,1300
344,678768,5ZVHV39BM,allow,1300
345,678768,RHXG0DAKS,allow,1300
346,678768,GPNXXTM7C,allow,1300
347,678768,XEBK5AGT8,allow,1300
348,678768,ZD3CS8BYV,allow,1300
349,678768,38CDC7W6B,allow,1300
350,678768,C2KFVNCHC,allow,1300
351,678768,H92NP13YZ,allow,1300
352,678768,KRVFAA09F,allow,1300
353,678768,V1AVCN70D,allow,1300
354,678768,GETPFVGT3,allow,1300
355,678768,BEYSZAT8X,allow,1300
356,678768,184265HGZ,allow,1300
357,678768,DX99CG9ZF,allow,1300
358,678768,HSMGKA0Y1,allow,1300
359,678768,R598AXZ1W,allow,1300
360,678768,CVD9632B1,allow,1300
361,678768,YN79F745Z,allow,1300
362,678768,AYBHR6HKT,allow,1300
363,678768,ERGR7H3EZ,allow,1300
364,678768,B4HZP2C3N,allow,1300
365,678768,W9Z59EVS3,allow,1300
366,678768,CH1PESY8M,allow,1300
367,678768,BWX9VT5K2,allow,1300
368,678768,BXCDW1GC2,allow,1300
369,678768,2H1T2CC5E,allow,1300
370,678768,NSBPV9K6N,allow,1300
371,678768,CVAEK651X,allow,1300
372,678768,NB1PFW0RT,allow,1300
373,678768,DBFMTKS90,allow,1300
374,678768,ZB6NEEC60,allow,1300
375,678768,SZ8VVGSE4,allow,1300
376,678768,410THRK2D,allow,1300
377,678768,HHKGY4WSK,allow,1300
378,678768,C37YSX8R6,allow,1300
379,678768,3FH82276B,allow,1300
380,678768,9ATY8VANZ,allow,1300
381,678768,7ZD4CK5TE,allow,1300
382,678768,VH426396A,allow,1300
383,678768,5APV650TS,allow,1300
384,678768,Y9TF8DZPY,allow,1300
385,678768,WRG3CYG9V,allow,1300
386,678768,GDP9R7R4W,allow,1300
387,678768,WVZ3YAR1G,allow,1300
388,678768,EXZ67BGGC,allow,1300
389,678768,ZPH8BV8Z5,allow,1300
390,678768,415A6E8P4,allow,1300
391,678768,BB3HXD60T,allow,1300
392,678768,TMSEC5ZH0,allow,1300
393,678768,VTG81GARN,allow,1300
394,678768,KPSNA5PDN,allow,1300
395,678768,W89RK5KXP,allow,1300
396,678768,6AARH75Y6,allow,1300
397,678768,8TXCHV4AR,allow,1300
398,678768,N9F67HTYM,allow,1300
399,678768,E085ZPW3N,allow,1300
400,678768,1SVYG9C87,allow,1300
401,678768,12F29GGDH,allow,1300
402,678768,EPK6DA1NS,allow,1300
403,678768,900G0HXR7,allow,1300
404,678768,T9VZV0VKZ,allow,1300
405,678768,V27HVYZGN,allow,1300
406,678768,ZC9EA4SHF,allow,1300
407,678768,8VMFX9W4G,allow,1300
408,678768,57MHRH6XA,allow,1300
409,678768,32VH5F831,allow,1300
410,678768,RKZHRDGFE,allow,1300
411,678768,4TF87MK83,allow,1300
412,678768,Y5GXH16WF,allow,1300
413,678768,XAK1BERPB,allow,1300
414,678768,CCWN53TMD,allow,1300
415,678768,7SX3427S4,allow,1300
416,678768,1E131HNT3,allow,1300
417,678768,XY9TTAH7K,allow,1300
418,678768,PYB4RDB8M,allow,1300
419,678768,A8W7KSXV4,allow,1300
420,678768,FPNFC844N,allow,1300
421,678768,MS55C5X7F,allow,1300
422,678768,G6MBFH243,allow,1300
423,678768,437S118TW,allow,1300
424,678768,ZV93K5NCE,allow,1300
425,678768,H146TFKRD,allow,1300
426,678768,W3XRG8BPZ,allow,1300
427,678768,7B7H1PY9K,allow,1300
428,678768,ZEZD9G9K4,allow,1300
429,678768,Z37CVMNKP,allow,1300
430,678768,P366HBTN6,allow,1300
431,678768,9V465CWF5,allow,1300
432,678768,M1NR78TY4,allow,1300
433,678768,FMD7PTNBA,allow,1300
434,678768,P3MSHK18G,allow,1300
435,678768,P1FC7TRVB,allow,1300
436,678768,XH3F90G43,allow,1300
437,678768,7PEF6S76T,allow,1300
438,678768,9S3ZDPZEB,allow,1300
439,678768,ZE3Y7MFTG,allow,1300
440,678768,62F77N28V,allow,1300
441,678768,XPMC22F0S,allow,1300
442,678768,YYH1K8P7V,allow,1300
443,678768,NZCRS03M8,allow,1300
444,678768,C6CY23PV4,allow,1300
445,678768,C3RS9SXE5,allow,1300
446,678768,T5DKGXXTH,allow,1300
447,678768,4CGRFCCAB,allow,1300
448,678768,R7T8NZFHK,allow,1300
449,678768,N8X4057Z2,allow,1300
450,678768,X4SAX6CBM,allow,1300
451,678768,XEPEXDV5C,allow,1300
452,678768,EYN2T5WXH,allow,1300
453,678768,RWBCVEKVB,allow,1300
454,678768,GVFBXY132,allow,1300
455,678768,ACPAGESC0,allow,1300
456,678768,RXT3GB8SD,allow,1300
457,678768,DS40KZZ9Y,allow,1300
458,678768,A99TAVNND,allow,1300
459,678768,K9X68X7V6,allow,1300
460,678768,DRDYB39F4,allow,1300
461,678768,65RHT23YM,allow,1300
462,678768,41TG40NR8,allow,1300
463,678768,2D227M9V6,allow,1300
464,678768,RRX61GEG2,allow,1300
465,678768,AHG7GM1KP,allow,1300
466,678768,BDKAASB0S,allow,1300
467,678768,2SHKENH1E,allow,1300
468,678768,RAK1Z2T2G,allow,1300
469,678768,T9CVR6FCP,allow,1300
470,678768,C23MCZ319,allow,1300
471,678768,4FAC61VDM,allow,1300
472,678768,B89CTETV8,allow,1300
473,678768,2SW7YD4TT,allow,1300
474,678768,WKGPD062S,allow,1300
475,678768,8N5Z8HXH3,allow,1300
476,678768,CZ2VH4G1N,allow,1300
477,678768,FPE0C98VT,allow,1300
478,678768,FR3Y03GFS,allow,1300
479,678768,G10N0KEHA,allow,1300
480,678768,K41C254S7,allow,1300
481,678768,SR1A6S1AZ,allow,1300
482,678768,C4STK50M8,allow,1300
483,678768,P7E54XF4K,allow,1300
484,678768,S36XP9MS3,allow,1300
485,678768,MDWHBSTGW,allow,1300
486,678768,R0ZZN1VWW,allow,1300
487,678768,VGSG4DWVD,allow,1300
488,678768,AYPPR1P80,allow,1300
489,678768,E5S2EADXV,allow,1300
490,678768,SFP7HKZAT,allow,1300
491,678768,68RCD4KDW,allow,1300
492,678768,FRWB4SDWB,allow,1300
493,678768,C6E19E1SV,allow,1300
494,678768,EAXK5CKS0,allow,1300
495,678768,SK5B2TFDE,allow,1300
496,678768,DE93YYBN6,allow,1300
497,678768,VAZ4Y1FH6,allow,1300
498,678768,5839MBPZZ,allow,1300
499,678768,C2627G9WD,allow,1300
500,678768,GG2V2R354,allow,1300
501,678768,D53A7W3VN,allow,1300
502,678768,G8Z4YX1BA,allow,1300
503,678768,500NVM507,allow,1300
504,678768,G2C3FGW1F,allow,1300
505,678768,AEB6E87F2,allow,1300
506,678768,3P7MMC05G,allow,1300
507,678768,9A1CRSWYK,allow,1300
508,678768,CZC6XPCCM,allow,1300
509,678768,3BVCCXZEA,allow,1300
510,678768,A39TWF1W9,allow,1300
511,678768,ER4NTRRZB,allow,1300
512,678768,CR0KBPXX8,allow,1300
513,678768,GCXMWTD8P,allow,1300
514,678768,P8EMET4W2,allow,1300
515,678768,VTK8DTHN2,allow,1300
516,678768,76E88BZF7,allow,1300
517,678768,DV27ATANN,allow,1300
518,678768,B5ZA617M1,allow,1300
519,678768,F5280F6ZG,allow,1300
520,678768,6K43VE37N,allow,1300
521,678768,2V716CHSW,allow,1300
522,678768,NC836689X,allow,1300
523,678768,1RM633GG0,allow,1300
524,678768,EHRZZ44WE,allow,1300
525,678768,9G9H4WK6W,allow,1300
526,678768,PE20CRAAB,allow,1300
527,678768,6WH30WKTK,allow,1300
528,678768,P92Z8F6MF,allow,1300
529,678768,AAP29WA6E,allow,1300
530,678768,75XWV4E4Z,allow,1300
531,678768,RBXTKBF45,allow,1300
532,678768,GB46H36GX,allow,1300
533,678768,F6EPD5G1R,allow,1300
534,678768,PZ5ST6DN8,allow,1300
535,678768,GP5KH50HB,allow,1300
536,678768,X2TZ59CG6,allow,1300
537,678768,MVENHKKNR,allow,1300
538,678768,MPVD66KH4,allow,1300
539,678768,VR0RMXTVG,allow,1300
540,678768,MBMEHGP8V,allow,1300
541,678768,XY4AW2EV7,allow,1300
542,678768,PG671V1GT,allow,1300
543,678768,5ASDVDCCV,allow,1300
544,678768,ZR5RCEG9Z,allow,1300
545,678768,2K02YFVMZ,allow,1300
546,678768,7821VKF7K,allow,1300
547,678768,4G9NDA26A,allow,1300
548,678768,KECSWWX8M,allow,1300
549,678768,4CWVP6WXN,allow,1300
550,678768,HVNVMFYKM,allow,1300
551,678768,4EV0K15ZP,allow,1300
552,678768,7VV3FMSXN,allow,1300
553,678768,V2NGKB5G1,allow,1300
554,678768,FANYERVHT,allow,1300
555,678768,5TK35XBVN,allow,1300
556,678768,HZP21B706,allow,1300
557,678768,VC9GG43PP,allow,1300
558,678768,6YPC743V0,allow,1300
559,678768,GV1TEAX2T,allow,1300
560,678768,1NNWM7G2H,allow,1300
561,678768,2V1DC04V3,allow,1300
562,678768,S3ZHEPKAC,allow,1300
563,678768,1FTV9YM36,allow,1300
564,678768,MS2S4RKT8,allow,1300
565,678768,WPKX47872,allow,1300
566,678768,NHRPCDSCF,allow,1300
567,678768,RT4E1DYTF,allow,1300
568,678768,1XG8YW46S,allow,1300
569,678768,6G2SF27MT,allow,1300
570,678768,297BEW3KK,allow,1300
571,678768,29WA0S944,allow,1300
572,678768,2S9RS3MS0,allow,1300
573,678768,11RAARW84,allow,1300
574,678768,4PG9DPBE8,allow,1300
575,678768,MFYYSGYHZ,allow,1300
576,678768,6NYFRXV1G,allow,1300
577,678768,D4R0N4BRF,allow,1300
578,678768,59FS5YKRD,allow,1300
579,678768,5R7ZR7HA7,allow,1300
580,678768,K2SYBZ4NF,allow,1300
581,678768,ES176VE7T,allow,1300
582,678768,GXY516CZ4,allow,1300
583,678768,S4DMV4YHC,allow,1300
584,678768,6M24Y3D3E,allow,1300
585,678768,YB5S3CK27,allow,1300
586,678768,4113W2E2F,allow,1300
587,678768,3PE8P422R,allow,1300
588,678768,69RAT5XHB,allow,1300
589,678768,1HP4FY9EM,allow,1300
590,678768,DM3H8FKW9,allow,1300
591,678768,VGN6FDXFY,allow,1300
592,678768,DZXSN8CGG,allow,1300
593,678768,ZAEF3HGXW,allow,1300
594,678768,V6NGP3EXS,allow,1300
595,678768,8KYR17ZYB,allow,1300
596,678768,434SM5YDR,allow,1300
597,678768,RMDKB1P6B,allow,1300
598,678768,6WYAXA5Y1,allow,1300
599,678768,54MX4YE12,allow,1300
600,678768,73MRK0BGZ,allow,1300
601,678768,4NR1VSGTG,allow,1300
602,678768,V36SSV27K,allow,1300
603,678768,CXFF2VFDB,allow,1300
604,678768,A46RZGD1T,allow,1300
605,678768,DBM5VZ4GG,allow,1300
606,678768,8ABG7ZPW8,allow,1300
607,678768,RFMTCT7T7,allow,1300
608,678768,V4M9MTSNH,allow,1300
609,678768,4Y01X6Z4F,allow,1300
610,678768,WYT1YWF5S,allow,1300
611,678768,FAEMVRA5R,allow,1300
612,678768,YY8R8R3GB,allow,1300
613,678768,EZ10DX3GD,allow,1300
614,678768,CCY5DERD1,allow,1300
615,678768,R4YDF2WDK,allow,1300
616,678768,C7G0AMWG3,allow,1300
617,678768,2WKCFFV8E,allow,1300
618,678768,WRNHETA61,allow,1300
619,678768,964KWN26W,allow,1300
620,678768,890RN56WW,allow,1300
621,678768,XNYAHTSS9,allow,1300
622,678768,G36MHKR9D,allow,1300
623,678768,VY13CNDGZ,allow,1300
624,678768,DA3YND590,allow,1300
625,678768,BFYFNZA8N,allow,1300
626,678768,5TZ53KF1D,allow,1300
627,678768,W74RXZV20,allow,1300
628,678768,KZE89783D,allow,1300
629,678768,N0F2M2TZV,allow,1300
630,678768,AKHB5CMKE,allow,1300
631,678768,5PG6EY4TW,allow,1300
632,678768,8YZT9ZETP,allow,1300
633,678768,E250K9T87,allow,1300
634,678768,X7A042RMS,allow,1300
635,678768,4GDA7D7ZE,allow,1300
636,678768,SG7ZK16C5,allow,1300
637,678768,3HE5C2VMA,allow,1300
638,678768,8FV4D8GHX,allow,1300
639,678768,PM7ZPCSZ4,allow,1300
640,678768,59T71XGM4,allow,1300
641,678768,ZAA7TGEE6,allow,1300
642,678768,XGPHXEC0F,allow,1300
643,678768,AD74PC207,allow,1300
644,678768,WWHNGWXDE,allow,1300
645,678768,HGPTZ3NT4,allow,1300
646,678768,1ZFA6SZFN,allow,1300
647,678768,7TM0CN3TD,allow,1300
648,678768,GR6BEMKSE,allow,1300
649,678768,SS4EP0TH2,allow,1300
650,678768,2ZRABGTPD,allow,1300
651,678768,THF7D1AX5,allow,1300
652,678768,CV5T9YM0F,allow,1300
653,678768,R2C15YDEM,allow,1300
654,678768,W3DRY71YY,allow,1300
655,678768,WBTE0NTAR,allow,1300
656,678768,W0K2ZGY0A,allow,1300
657,678768,SWZCCNF67,allow,1300
658,678768,8VDE3GSHC,allow,1300
659,678768,HEMZZKWPD,allow,1300
660,678768,832PFT529,allow,1300
661,678768,B11H8N816,allow,1300
662,678768,VW91R7YR0,allow,1300
663,678768,N4TCF5CK8,allow,1300
664,678768,X490CBB8M,allow,1300
665,678768,SSTSDFN2E,allow,1300
666,678768,BCEPESCNA,allow,1300
667,678768,HY9MA5S3D,allow,1300
668,678768,D3KNP91S2,allow,1300
669,678768,BFWH28A25,allow,1300
670,678768,7CA7S8YPV,allow,1300
671,678768,581F98XNK,allow,1300
672,678768,5N8H4DGSB,allow,1300
673,678768,10SSWA2F3,allow,1300
674,678768,W7H6478SZ,allow,1300
675,678768,DXTM9Z6M4,allow,1300
676,678768,B8P7GRRBK,allow,1300
677,678768,SVAY7S3TS,allow,1300
678,678768,HGKEF3NXZ,allow,1300
679,678768,PAAX6R5PK,allow,1300
680,678768,XDA1EWBZ8,allow,1300
681,678768,M2K5C4VEC,allow,1300
682,678768,KREVMZ01S,allow,1300
683,678768,88BF7HF8R,allow,1300
684,678768,PVT5V70GH,allow,1300
685,678768,NERGH9RAY,allow,1300
686,678768,3ZT1XCMGA,allow,1300
687,678768,AKMH93HD9,allow,1300
