SN,Gtin,Serial no,Status,Sending Status
241,5609,ECV2Z7EV0,allow,2000
242,5609,Y8P9HD7M9,allow,2000
243,5609,H5CS8XX0A,allow,2000
244,5609,XPDPYCH8S,allow,2000
245,5609,8G6XYK2ZF,allow,2000
246,5609,9HB5RHSKN,allow,2000
247,5609,SXDBHPYPC,allow,2000
248,5609,DT86EM8KV,allow,2000
249,5609,H96ZP4A0P,allow,2000
250,5609,SZSE4CZV5,allow,2000
251,5609,X2VZ59G45,allow,2000
252,5609,ADMTFA08D,allow,2000
253,5609,D9PVMC92V,allow,2000
254,5609,5D0SXS0HW,allow,2000
255,5609,YXC1APGCC,allow,2000
256,5609,5CFZT0RAT,allow,2000
257,5609,GXW33719H,allow,2000
258,5609,ABNVB0RXN,allow,2000
259,5609,81KF9CGZG,allow,2000
260,5609,RKBRM37G5,allow,2000
261,5609,3YF4ZHVZN,allow,2000
262,5609,EKPVB6BMZ,allow,2000
263,5609,6MND58GA8,allow,2000
264,5609,XY47GYWR5,allow,2000
265,5609,AX38348RF,allow,2000
266,5609,10AB5TGGD,allow,2000
267,5609,F546D2FPK,allow,2000
268,5609,VRG268DW0,allow,2000
269,5609,ZMXP7RDNV,allow,2000
270,5609,KKB5NE9MZ,allow,2000
271,5609,XC20MK34T,allow,2000
272,5609,X707V6ERE,allow,2000
273,5609,V0DFYC0NN,allow,2000
274,5609,B97V2NDMX,allow,2000
275,5609,D4XEYHDSV,allow,2000
276,5609,P0MS04MRR,allow,2000
277,5609,HZZSWT697,allow,2000
278,5609,4KH95W3P8,allow,2000
279,5609,RGY68XV1S,allow,2000
280,5609,WRRH5SPKZ,allow,2000
281,5609,XSGF7G1F5,allow,2000
282,5609,W85F0602P,allow,2000
283,5609,EKPA0B3VX,allow,2000
284,5609,V92WG1Z6F,allow,2000
285,5609,80X1SKVW7,allow,2000
286,5609,TC0T2NBXE,allow,2000
287,5609,PDNW7ZXTM,allow,2000
288,5609,WMGB0KYYA,allow,2000
289,5609,FG93N56D3,allow,2000
290,5609,GGGG19YG2,allow,2000
291,5609,NRRSASZWT,allow,2000
292,5609,8TG65DHZ0,allow,2000
293,5609,RK7FY37AZ,allow,2000
294,5609,7AYRDBE3T,allow,2000
295,5609,7CA248GAA,allow,2000
296,5609,94A786350,allow,2000
297,5609,YV066VVXE,allow,2000
298,5609,WBDXFTGVH,allow,2000
299,5609,YFXPSNEGB,allow,2000
300,5609,F2M3KF0C0,allow,2000
301,5609,7GY00DCVP,allow,2000
302,5609,5P1CEY23G,allow,2000
303,5609,SBCPVB5BA,allow,2000
304,5609,SM2HZEH63,allow,2000
305,5609,75ST600PH,allow,2000
306,5609,GKX35DX1D,allow,2000
307,5609,XPTF5H10A,allow,2000
308,5609,NR6D8RW6E,allow,2000
309,5609,HFBYACPBS,allow,2000
310,5609,N8H5R7F5M,allow,2000
311,5609,V2M7FWYD0,allow,2000
312,5609,SWHGG35NF,allow,2000
313,5609,G9NKBRX0R,allow,2000
314,5609,PV1X7ERD7,allow,2000
315,5609,CR1FM248P,allow,2000
316,5609,D78PN70BE,allow,2000
317,5609,53X3VBTRB,allow,2000
318,5609,V6G6MF1SW,allow,2000
319,5609,SZ18S2Y2V,allow,2000
320,5609,V6WTMXPBV,allow,2000
321,5609,5XS8BTMC1,allow,2000
322,5609,XTDA7E6MK,allow,2000
323,5609,AX595G36Y,allow,2000
324,5609,4FP018VY4,allow,2000
325,5609,Y1CNHW90W,allow,2000
326,5609,FGR6B91NW,allow,2000
327,5609,XR8MXM45A,allow,2000
328,5609,2ZRKFH9EG,allow,2000
329,5609,MSSK5EHPR,allow,2000
330,5609,ZVEDA5EHE,allow,2000
331,5609,ZX42BN1VS,allow,2000
332,5609,DZ9Z3YSBB,allow,2000
333,5609,DH4YAX348,allow,2000
334,5609,GDZFWKZ5G,allow,2000
335,5609,WPPXSYK09,allow,2000
336,5609,CYK54B4BF,allow,2000
337,5609,X6E5WXRY5,allow,2000
338,5609,CZFSZP9AR,allow,2000
339,5609,VB0GAWRSY,allow,2000
340,5609,N2N83TX1C,allow,2000
341,5609,XCRE53G9S,allow,2000
342,5609,GRKXRVA22,allow,2000
343,5609,54KP91NBF,allow,2000
344,5609,5ZVHV39BM,allow,2000
345,5609,RHXG0DAKS,allow,2000
346,5609,GPNXXTM7C,allow,2000
347,5609,XEBK5AGT8,allow,2000
348,5609,ZD3CS8BYV,allow,2000
349,5609,38CDC7W6B,allow,2000
350,5609,C2KFVNCHC,allow,2000
351,5609,H92NP13YZ,allow,2000
352,5609,KRVFAA09F,allow,2000
353,5609,V1AVCN70D,allow,2000
354,5609,GETPFVGT3,allow,2000
355,5609,BEYSZAT8X,allow,2000
356,5609,184265HGZ,allow,2000
357,5609,DX99CG9ZF,allow,2000
358,5609,HSMGKA0Y1,allow,2000
359,5609,R598AXZ1W,allow,2000
360,5609,CVD9632B1,allow,2000
361,5609,YN79F745Z,allow,2000
362,5609,AYBHR6HKT,allow,2000
363,5609,ERGR7H3EZ,allow,2000
364,5609,B4HZP2C3N,allow,2000
365,5609,W9Z59EVS3,allow,2000
366,5609,CH1PESY8M,allow,2000
367,5609,BWX9VT5K2,allow,2000
368,5609,BXCDW1GC2,allow,2000
369,5609,2H1T2CC5E,allow,2000
370,5609,NSBPV9K6N,allow,2000
371,5609,CVAEK651X,allow,2000
372,5609,NB1PFW0RT,allow,2000
373,5609,DBFMTKS90,allow,2000
374,5609,ZB6NEEC60,allow,2000
375,5609,SZ8VVGSE4,allow,2000
376,5609,410THRK2D,allow,2000
377,5609,HHKGY4WSK,allow,2000
378,5609,C37YSX8R6,allow,2000
379,5609,3FH82276B,allow,2000
380,5609,9ATY8VANZ,allow,2000
381,5609,7ZD4CK5TE,allow,2000
382,5609,VH426396A,allow,2000
383,5609,5APV650TS,allow,2000
384,5609,Y9TF8DZPY,allow,2000
385,5609,WRG3CYG9V,allow,2000
386,5609,GDP9R7R4W,allow,2000
387,5609,WVZ3YAR1G,allow,2000
388,5609,EXZ67BGGC,allow,2000
389,5609,ZPH8BV8Z5,allow,2000
390,5609,415A6E8P4,allow,2000
391,5609,BB3HXD60T,allow,2000
392,5609,TMSEC5ZH0,allow,2000
393,5609,VTG81GARN,allow,2000
394,5609,KPSNA5PDN,allow,2000
395,5609,W89RK5KXP,allow,2000
396,5609,6AARH75Y6,allow,2000
397,5609,8TXCHV4AR,allow,2000
398,5609,N9F67HTYM,allow,2000
399,5609,E085ZPW3N,allow,2000
400,5609,1SVYG9C87,allow,2000
401,5609,12F29GGDH,allow,2000
402,5609,EPK6DA1NS,allow,2000
403,5609,900G0HXR7,allow,2000
404,5609,T9VZV0VKZ,allow,2000
405,5609,V27HVYZGN,allow,2000
406,5609,ZC9EA4SHF,allow,2000
407,5609,8VMFX9W4G,allow,2000
408,5609,57MHRH6XA,allow,2000
409,5609,32VH5F831,allow,2000
410,5609,RKZHRDGFE,allow,2000
411,5609,4TF87MK83,allow,2000
412,5609,Y5GXH16WF,allow,2000
413,5609,XAK1BERPB,allow,2000
414,5609,CCWN53TMD,allow,2000
415,5609,7SX3427S4,allow,2000
416,5609,1E131HNT3,allow,2000
417,5609,XY9TTAH7K,allow,2000
418,5609,PYB4RDB8M,allow,2000
419,5609,A8W7KSXV4,allow,2000
420,5609,FPNFC844N,allow,2000
421,5609,MS55C5X7F,allow,2000
422,5609,G6MBFH243,allow,2000
423,5609,437S118TW,allow,2000
424,5609,ZV93K5NCE,allow,2000
425,5609,H146TFKRD,allow,2000
426,5609,W3XRG8BPZ,allow,2000
427,5609,7B7H1PY9K,allow,2000
428,5609,ZEZD9G9K4,allow,2000
429,5609,Z37CVMNKP,allow,2000
430,5609,P366HBTN6,allow,2000
431,5609,9V465CWF5,allow,2000
432,5609,M1NR78TY4,allow,2000
433,5609,FMD7PTNBA,allow,2000
434,5609,P3MSHK18G,allow,2000
435,5609,P1FC7TRVB,allow,2000
436,5609,XH3F90G43,allow,2000
437,5609,7PEF6S76T,allow,2000
438,5609,9S3ZDPZEB,allow,2000
439,5609,ZE3Y7MFTG,allow,2000
440,5609,62F77N28V,allow,2000
441,5609,XPMC22F0S,allow,2000
442,5609,YYH1K8P7V,allow,2000
443,5609,NZCRS03M8,allow,2000
444,5609,C6CY23PV4,allow,2000
445,5609,C3RS9SXE5,allow,2000
446,5609,T5DKGXXTH,allow,2000
447,5609,4CGRFCCAB,allow,2000
448,5609,R7T8NZFHK,allow,2000
449,5609,N8X4057Z2,allow,2000
450,5609,X4SAX6CBM,allow,2000
451,5609,XEPEXDV5C,allow,2000
452,5609,EYN2T5WXH,allow,2000
453,5609,RWBCVEKVB,allow,2000
454,5609,GVFBXY132,allow,2000
455,5609,ACPAGESC0,allow,2000
456,5609,RXT3GB8SD,allow,2000
457,5609,DS40KZZ9Y,allow,2000
458,5609,A99TAVNND,allow,2000
459,5609,K9X68X7V6,allow,2000
460,5609,DRDYB39F4,allow,2000
461,5609,65RHT23YM,allow,2000
462,5609,41TG40NR8,allow,2000
463,5609,2D227M9V6,allow,2000
464,5609,RRX61GEG2,allow,2000
465,5609,AHG7GM1KP,allow,2000
466,5609,BDKAASB0S,allow,2000
467,5609,2SHKENH1E,allow,2000
468,5609,RAK1Z2T2G,allow,2000
469,5609,T9CVR6FCP,allow,2000
470,5609,C23MCZ319,allow,2000
471,5609,4FAC61VDM,allow,2000
472,5609,B89CTETV8,allow,2000
473,5609,2SW7YD4TT,allow,2000
474,5609,WKGPD062S,allow,2000
475,5609,8N5Z8HXH3,allow,2000
476,5609,CZ2VH4G1N,allow,2000
477,5609,FPE0C98VT,allow,2000
478,5609,FR3Y03GFS,allow,2000
479,5609,G10N0KEHA,allow,2000
480,5609,K41C254S7,allow,2000
481,5609,SR1A6S1AZ,allow,2000
482,5609,C4STK50M8,allow,2000
483,5609,P7E54XF4K,allow,2000
484,5609,S36XP9MS3,allow,2000
485,5609,MDWHBSTGW,allow,2000
486,5609,R0ZZN1VWW,allow,2000
487,5609,VGSG4DWVD,allow,2000
488,5609,AYPPR1P80,allow,2000
489,5609,E5S2EADXV,allow,2000
490,5609,SFP7HKZAT,allow,2000
491,5609,68RCD4KDW,allow,2000
492,5609,FRWB4SDWB,allow,2000
493,5609,C6E19E1SV,allow,2000
494,5609,EAXK5CKS0,allow,2000
495,5609,SK5B2TFDE,allow,2000
496,5609,DE93YYBN6,allow,2000
497,5609,VAZ4Y1FH6,allow,2000
498,5609,5839MBPZZ,allow,2000
499,5609,C2627G9WD,allow,2000
500,5609,GG2V2R354,allow,2000
501,5609,D53A7W3VN,allow,2000
502,5609,G8Z4YX1BA,allow,2000
503,5609,500NVM507,allow,2000
504,5609,G2C3FGW1F,allow,2000
505,5609,AEB6E87F2,allow,2000
506,5609,3P7MMC05G,allow,2000
507,5609,9A1CRSWYK,allow,2000
508,5609,CZC6XPCCM,allow,2000
509,5609,3BVCCXZEA,allow,2000
510,5609,A39TWF1W9,allow,2000
511,5609,ER4NTRRZB,allow,2000
512,5609,CR0KBPXX8,allow,2000
513,5609,GCXMWTD8P,allow,2000
514,5609,P8EMET4W2,allow,2000
515,5609,VTK8DTHN2,allow,2000
516,5609,76E88BZF7,allow,2000
517,5609,DV27ATANN,allow,2000
518,5609,B5ZA617M1,allow,2000
519,5609,F5280F6ZG,allow,2000
520,5609,6K43VE37N,allow,2000
521,5609,2V716CHSW,allow,2000
522,5609,NC836689X,allow,2000
523,5609,1RM633GG0,allow,2000
524,5609,EHRZZ44WE,allow,2000
525,5609,9G9H4WK6W,allow,2000
526,5609,PE20CRAAB,allow,2000
527,5609,6WH30WKTK,allow,2000
528,5609,P92Z8F6MF,allow,2000
529,5609,AAP29WA6E,allow,2000
530,5609,75XWV4E4Z,allow,2000
531,5609,RBXTKBF45,allow,2000
532,5609,GB46H36GX,allow,2000
533,5609,F6EPD5G1R,allow,2000
534,5609,PZ5ST6DN8,allow,2000
535,5609,GP5KH50HB,allow,2000
536,5609,X2TZ59CG6,allow,2000
537,5609,MVENHKKNR,allow,2000
538,5609,MPVD66KH4,allow,2000
539,5609,VR0RMXTVG,allow,2000
540,5609,MBMEHGP8V,allow,2000
541,5609,XY4AW2EV7,allow,2000
542,5609,PG671V1GT,allow,2000
543,5609,5ASDVDCCV,allow,2000
544,5609,ZR5RCEG9Z,allow,2000
545,5609,2K02YFVMZ,allow,2000
546,5609,7821VKF7K,allow,2000
547,5609,4G9NDA26A,allow,2000
548,5609,KECSWWX8M,allow,2000
549,5609,4CWVP6WXN,allow,2000
550,5609,HVNVMFYKM,allow,2000
551,5609,4EV0K15ZP,allow,2000
552,5609,7VV3FMSXN,allow,2000
553,5609,V2NGKB5G1,allow,2000
554,5609,FANYERVHT,allow,2000
555,5609,5TK35XBVN,allow,2000
556,5609,HZP21B706,allow,2000
557,5609,VC9GG43PP,allow,2000
558,5609,6YPC743V0,allow,2000
559,5609,GV1TEAX2T,allow,2000
560,5609,1NNWM7G2H,allow,2000
561,5609,2V1DC04V3,allow,2000
562,5609,S3ZHEPKAC,allow,2000
563,5609,1FTV9YM36,allow,2000
564,5609,MS2S4RKT8,allow,2000
565,5609,WPKX47872,allow,2000
566,5609,NHRPCDSCF,allow,2000
567,5609,RT4E1DYTF,allow,2000
568,5609,1XG8YW46S,allow,2000
569,5609,6G2SF27MT,allow,2000
570,5609,297BEW3KK,allow,2000
571,5609,29WA0S944,allow,2000
572,5609,2S9RS3MS0,allow,2000
573,5609,11RAARW84,allow,2000
574,5609,4PG9DPBE8,allow,2000
575,5609,MFYYSGYHZ,allow,2000
576,5609,6NYFRXV1G,allow,2000
577,5609,D4R0N4BRF,allow,2000
578,5609,59FS5YKRD,allow,2000
579,5609,5R7ZR7HA7,allow,2000
580,5609,K2SYBZ4NF,allow,2000
581,5609,ES176VE7T,allow,2000
582,5609,GXY516CZ4,allow,2000
583,5609,S4DMV4YHC,allow,2000
584,5609,6M24Y3D3E,allow,2000
585,5609,YB5S3CK27,allow,2000
586,5609,4113W2E2F,allow,2000
587,5609,3PE8P422R,allow,2000
588,5609,69RAT5XHB,allow,2000
589,5609,1HP4FY9EM,allow,2000
590,5609,DM3H8FKW9,allow,2000
591,5609,VGN6FDXFY,allow,2000
592,5609,DZXSN8CGG,allow,2000
593,5609,ZAEF3HGXW,allow,2000
594,5609,V6NGP3EXS,allow,2000
595,5609,8KYR17ZYB,allow,2000
596,5609,434SM5YDR,allow,2000
597,5609,RMDKB1P6B,allow,2000
598,5609,6WYAXA5Y1,allow,2000
599,5609,54MX4YE12,allow,2000
600,5609,73MRK0BGZ,allow,2000
601,5609,4NR1VSGTG,allow,2000
602,5609,V36SSV27K,allow,2000
603,5609,CXFF2VFDB,allow,2000
604,5609,A46RZGD1T,allow,2000
605,5609,DBM5VZ4GG,allow,2000
606,5609,8ABG7ZPW8,allow,2000
607,5609,RFMTCT7T7,allow,2000
608,5609,V4M9MTSNH,allow,2000
609,5609,4Y01X6Z4F,allow,2000
610,5609,WYT1YWF5S,allow,2000
611,5609,FAEMVRA5R,allow,2000
612,5609,YY8R8R3GB,allow,2000
613,5609,EZ10DX3GD,allow,2000
614,5609,CCY5DERD1,allow,2000
615,5609,R4YDF2WDK,allow,2000
616,5609,C7G0AMWG3,allow,2000
617,5609,2WKCFFV8E,allow,2000
618,5609,WRNHETA61,allow,2000
619,5609,964KWN26W,allow,2000
620,5609,890RN56WW,allow,2000
621,5609,XNYAHTSS9,allow,2000
622,5609,G36MHKR9D,allow,2000
623,5609,VY13CNDGZ,allow,2000
624,5609,DA3YND590,allow,2000
625,5609,BFYFNZA8N,allow,2000
626,5609,5TZ53KF1D,allow,2000
627,5609,W74RXZV20,allow,2000
628,5609,KZE89783D,allow,2000
629,5609,N0F2M2TZV,allow,2000
630,5609,AKHB5CMKE,allow,2000
631,5609,5PG6EY4TW,allow,2000
632,5609,8YZT9ZETP,allow,2000
633,5609,E250K9T87,allow,2000
634,5609,X7A042RMS,allow,2000
635,5609,4GDA7D7ZE,allow,2000
636,5609,SG7ZK16C5,allow,2000
637,5609,3HE5C2VMA,allow,2000
638,5609,8FV4D8GHX,allow,2000
639,5609,PM7ZPCSZ4,allow,2000
640,5609,59T71XGM4,allow,2000
641,5609,ZAA7TGEE6,allow,2000
642,5609,XGPHXEC0F,allow,2000
643,5609,AD74PC207,allow,2000
644,5609,WWHNGWXDE,allow,2000
645,5609,HGPTZ3NT4,allow,2000
646,5609,1ZFA6SZFN,allow,2000
647,5609,7TM0CN3TD,allow,2000
648,5609,GR6BEMKSE,allow,2000
649,5609,SS4EP0TH2,allow,2000
650,5609,2ZRABGTPD,allow,2000
651,5609,THF7D1AX5,allow,2000
652,5609,CV5T9YM0F,allow,2000
653,5609,R2C15YDEM,allow,2000
654,5609,W3DRY71YY,allow,2000
655,5609,WBTE0NTAR,allow,2000
656,5609,W0K2ZGY0A,allow,2000
657,5609,SWZCCNF67,allow,2000
658,5609,8VDE3GSHC,allow,2000
659,5609,HEMZZKWPD,allow,2000
660,5609,832PFT529,allow,2000
661,5609,B11H8N816,allow,2000
662,5609,VW91R7YR0,allow,2000
663,5609,N4TCF5CK8,allow,2000
664,5609,X490CBB8M,allow,2000
665,5609,SSTSDFN2E,allow,2000
666,5609,BCEPESCNA,allow,2000
667,5609,HY9MA5S3D,allow,2000
668,5609,D3KNP91S2,allow,2000
669,5609,BFWH28A25,allow,2000
670,5609,7CA7S8YPV,allow,2000
671,5609,581F98XNK,allow,2000
672,5609,5N8H4DGSB,allow,2000
673,5609,10SSWA2F3,allow,2000
674,5609,W7H6478SZ,allow,2000
675,5609,DXTM9Z6M4,allow,2000
676,5609,B8P7GRRBK,allow,2000
677,5609,SVAY7S3TS,allow,2000
678,5609,HGKEF3NXZ,allow,2000
679,5609,PAAX6R5PK,allow,2000
680,5609,XDA1EWBZ8,allow,2000
681,5609,M2K5C4VEC,allow,2000
682,5609,KREVMZ01S,allow,2000
683,5609,88BF7HF8R,allow,2000
684,5609,PVT5V70GH,allow,2000
685,5609,NERGH9RAY,allow,2000
686,5609,3ZT1XCMGA,allow,2000
687,5609,AKMH93HD9,allow,2000
