SN,Gtin,Serial no,Status
4459,5656,DRYTEKFVX,notallow
4460,5656,6BHGM2BNK,notallow
4461,5656,7CESVHTA9,notallow
4462,5656,H1EVG0WEE,notallow
4463,5656,KH2ZCV288,notallow
4464,5656,VX6ZH3A2F,notallow
4465,5656,XSAA4YMZ0,notallow
4466,5656,9FRKZTT7Y,notallow
4467,5656,TC69PP6RW,notallow
4468,5656,2MG62B7PD,notallow
4469,5656,5X2C9K008,notallow
4470,5656,KW4176Y96,notallow
4471,5656,H1Z5GWR4F,notallow
4472,5656,F849T5DMS,notallow
4473,5656,57DTD8THV,notallow
4474,5656,R0HA49B84,notallow
4475,5656,4RF6K5Y48,notallow
4476,5656,1PP6B5A4A,notallow
4477,5656,H0NSTCKDN,notallow
4478,5656,6HBS32PCF,notallow
4479,5656,C64MBABFY,notallow
4480,5656,GA4RV2N4R,notallow
4481,5656,B4E76VE04,notallow
4482,5656,ECRXGC3XY,notallow
4483,5656,M2297NPRW,notallow
4484,5656,5WZ9FFCGA,notallow
4485,5656,5P9NE2YP4,notallow
4486,5656,B3WTP40XK,notallow
4487,5656,PF9N81Z6V,notallow
4488,5656,SCEX0CDGH,notallow
4489,5656,NNHXSAS7E,notallow
4490,5656,K861RZMP6,notallow
4491,5656,2NBV247VN,notallow
4492,5656,43ANPV1AD,notallow
4493,5656,Z74SHNWF5,notallow
4494,5656,5S87NG092,notallow
4495,5656,4CVCSVSW7,notallow
4496,5656,WT8RDP256,notallow
4497,5656,GNAVFG5DA,notallow
4498,5656,27TTNC6PF,notallow
4499,5656,3SVT7ZNC0,notallow
4500,5656,9FYWM2PD6,notallow
4501,5656,K09PES4Z3,notallow
4502,5656,ZYK3X1507,notallow
4503,5656,9X3BS7997,notallow
4504,5656,39T6C5D2F,notallow
4505,5656,9WP7RPP3T,notallow
4506,5656,PMATV2MPP,notallow
4507,5656,GP3W8HR6G,notallow
4508,5656,53SY2SM4N,notallow
4509,5656,V4CTT8GG1,notallow
4510,5656,SWS36HD2D,notallow
4511,5656,640T69C4X,notallow
4512,5656,RVX3HHPYY,notallow
4513,5656,2RA20H6KS,notallow
4514,5656,Y2XSC271W,notallow
4515,5656,WTNDMRAAC,notallow
4516,5656,F5KZGH9WN,notallow
4517,5656,GTR04KRMH,notallow
4518,5656,3CK95NYX4,notallow
4519,5656,MSBHAB6YW,notallow
4520,5656,863MER5ZN,notallow
4521,5656,2M142W7CK,notallow
4522,5656,F3MFEM1HS,notallow
4523,5656,WFVYK7CZD,notallow
4524,5656,4ATW92FBN,notallow
4525,5656,8TSVBCRRD,notallow
4526,5656,Y7V04CWXE,notallow
4527,5656,R9F4GABDS,notallow
4528,5656,VFK8702VS,notallow
4529,5656,M0D78EZHF,notallow
4530,5656,H88KBE9YE,notallow
4531,5656,EEFX0MV5A,notallow
4532,5656,5TE9EVR31,notallow
4533,5656,DG59YMA6A,notallow
4534,5656,9T0HDX519,notallow
4535,5656,3RZBZGYG8,notallow
4536,5656,1BYF1DEB3,notallow
4537,5656,ZHYKKC17S,notallow
4538,5656,YR4YBVBSA,notallow
4539,5656,RC8R12Z7A,notallow
4540,5656,ZFPM569WK,notallow
4541,5656,NK2FEE8BX,notallow
4542,5656,GXNSCDCNN,notallow
4543,5656,835X6V727,notallow
4544,5656,Y1PEDWMNC,notallow
4545,5656,268XHY42W,notallow
4546,5656,V4Z007AGY,notallow
4547,5656,XAW11PW6B,notallow
4548,5656,MFKHPNAEH,notallow
4549,5656,FMZ5AX7Y8,notallow
4550,5656,F2AT7YC30,notallow
4551,5656,YT193PGWC,notallow
4552,5656,W2EH41PZ1,notallow
4553,5656,YG3KD1GEC,notallow
4554,5656,MBDGCV2MG,notallow
4555,5656,14DN56PHB,notallow
4556,5656,F41NDC18S,notallow
4557,5656,EP9P38C2A,notallow
4558,5656,HV0HA7X92,notallow
4559,5656,VVW17HR53,notallow
4560,5656,AZGZFN2DN,notallow
4561,5656,32E2PWY6F,notallow
4562,5656,YY50R1FS4,notallow
4563,5656,1E2FWCDWY,notallow
4564,5656,TWACZATTS,notallow
4565,5656,FK8K4S2ND,notallow
4566,5656,GZ1BH2K9K,notallow
4567,5656,7HZ1F5T1Y,notallow
4568,5656,YYY7NA8D8,notallow
4569,5656,XWNKBWC0D,notallow
4570,5656,XMRHMAY7K,notallow
4571,5656,E1PZA7TG0,notallow
4572,5656,FT592N4TW,notallow
4573,5656,V42CMX0XZ,notallow
4574,5656,8CWBB450H,notallow
4575,5656,18V87503H,notallow
4576,5656,4AXSNTAH8,notallow
4577,5656,7MNA8T7YR,notallow
4578,5656,BATE58ACH,notallow
4579,5656,VY1TN4AR8,notallow
4580,5656,KYKYYXCWG,notallow
4581,5656,6WEW6KK55,notallow
4582,5656,6TWWTN83D,notallow
4583,5656,A15Y6VGT9,notallow
4584,5656,DSXZC7V3B,notallow
4585,5656,DN3NT0XHM,notallow
4586,5656,G5NDSFMF2,notallow
4587,5656,NSPH19G70,notallow
4588,5656,6M55VBR8D,notallow
4589,5656,E5ZBG5BGC,notallow
4590,5656,ST0SW5B66,notallow
4591,5656,S9195BWP9,notallow
4592,5656,6838CT57V,notallow
4593,5656,EW6VFHCVZ,notallow
4594,5656,R2MHR9KEZ,notallow
4595,5656,CV1E84PP6,notallow
4596,5656,TDFDKGW5E,notallow
4597,5656,Z3VYDHYG9,notallow
4598,5656,TPXC8YBVN,notallow
4599,5656,NM0F2F790,notallow
4600,5656,Z8FH420VC,notallow
4601,5656,DTC2VY9DT,notallow
4602,5656,YGD251Z1Z,notallow
4603,5656,2EHEHYZ99,notallow
4604,5656,HK0A4GA9E,notallow
4605,5656,3KY5M9DZG,notallow
4606,5656,68CR3AV08,notallow
4607,5656,P4CRD6BA4,notallow
4608,5656,X0AV6M4GD,notallow
4609,5656,FM6DWGE2R,notallow
4610,5656,30TANTE4D,notallow
4611,5656,C76DD5KXN,notallow
4612,5656,5ST6X1VTE,notallow
4613,5656,59ER60YCG,notallow
4614,5656,CTE7PNZF5,notallow
4615,5656,GXYAKWGTN,notallow
4616,5656,VS71R88WE,notallow
4617,5656,G1EW7GW65,notallow
4618,5656,BGXEFTHSP,notallow
4619,5656,ME619C8PK,notallow
4620,5656,WWWEWHP8S,notallow
4621,5656,S1458X0F4,notallow
4622,5656,Y25FXXWE5,notallow
4623,5656,6SMH3HD2D,notallow
4624,5656,HFKAYM6GS,notallow
4625,5656,HM3EBT65Z,notallow
4626,5656,8VT1YKGW7,notallow
4627,5656,RN9CKPZ3W,notallow
4628,5656,DYYWYWCHD,notallow
4629,5656,F6151SBPF,notallow
4630,5656,D4SH3NK4D,notallow
4631,5656,SYXP0NX9B,notallow
4632,5656,BYFR1M5TS,notallow
4633,5656,8F3W0TAFM,notallow
4634,5656,BFGDPMKPB,notallow
4635,5656,3VW6YSSCK,notallow
4636,5656,KTAKMX1BV,notallow
4637,5656,T9WB93XX3,notallow
4638,5656,GV2KE2B2K,notallow
4639,5656,FN1EBPDHK,notallow
4640,5656,H2GSP59GK,notallow
4641,5656,HFKW75SKN,notallow
4642,5656,G5PG55E95,notallow
4643,5656,DWWADSME1,notallow
4644,5656,PEBNFF9E7,notallow
4645,5656,R9474EPW1,notallow
4646,5656,PEHBNF8WG,notallow
4647,5656,B6D9Z5V0T,notallow
4648,5656,E0C8KPAES,notallow
4649,5656,9WK0AYNBY,notallow
4650,5656,F7D7F86BT,notallow
4651,5656,5G145AMDF,notallow
4652,5656,DCVZME0K0,notallow
4653,5656,5WP347DTG,notallow
4654,5656,E68F41S68,notallow
4655,5656,3D6953BM2,notallow
4656,5656,NMX8X3AE1,notallow
4657,5656,DNCBFRZ00,notallow
4658,5656,NA28VA66P,notallow
4659,5656,NEHMH6T14,notallow
4660,5656,3M166PSCN,notallow
4661,5656,1BD3EWMA0,notallow
4662,5656,KWZYKHXNR,notallow
4663,5656,4E2A9GDGE,notallow
4664,5656,S6PRT66AN,notallow
4665,5656,2P36WBVV5,notallow
4666,5656,8NH9K88B9,notallow
4667,5656,NPX1N8797,notallow
4668,5656,2013RHW1W,notallow
4669,5656,4K49BX4M5,notallow
4670,5656,TRPCWTVGT,notallow
4671,5656,EX3RVFCP4,notallow
4672,5656,43NRG6CZG,notallow
4673,5656,11A3KKZZ8,notallow
4674,5656,5B178SEP1,notallow
4675,5656,KXDKKVSEC,notallow
4676,5656,57XMB3PA1,notallow
4677,5656,EM7CBSAX4,notallow
4678,5656,36X758EXZ,notallow
4679,5656,NEP12C045,notallow
4680,5656,MXF5TAXBF,notallow
4681,5656,YXMS24153,notallow
4682,5656,WDPT28F6D,notallow
4683,5656,ZX3PZ69NG,notallow
4684,5656,HRH4BWT5H,notallow
4685,5656,6C414K6YC,notallow
4686,5656,HER3ZYF4W,notallow
4687,5656,GX2KKHTVD,notallow
4688,5656,55ZFC8E35,notallow
4689,5656,733KDD4M9,notallow
4690,5656,PG6RTC2RT,notallow
4691,5656,186Z7Y37C,notallow
4692,5656,Z1XMRT2F3,notallow
4693,5656,MBHPRG65E,notallow
4694,5656,6CH4Y8SPF,notallow
4695,5656,MTS9FFDFG,notallow
4696,5656,V87N43WG0,notallow
4697,5656,A2HE157M7,notallow
4698,5656,RXT30H2R7,notallow
4699,5656,PRH0N174T,notallow
4700,5656,70E36FKN7,notallow
4701,5656,N448XDDSZ,notallow
4702,5656,T5KE22SD9,notallow
4703,5656,V587BZ29C,notallow
4704,5656,TD1510S09,notallow
4705,5656,W20TH5FX7,notallow
4706,5656,KCE51D7R9,notallow
4707,5656,4384DDASE,notallow
4708,5656,XB6EPMBB9,notallow
4709,5656,9CRH8EERK,notallow
4710,5656,PG4V3T11X,notallow
4711,5656,HENE8D1CX,notallow
4712,5656,NV9W6AMEG,notallow
4713,5656,SXZ14S6NB,notallow
4714,5656,V4FVGNFE1,notallow
4715,5656,5RDPW6MW0,notallow
4716,5656,GACX98R7A,notallow
4717,5656,CYZYHD2B5,notallow
4718,5656,3TPBZMVNZ,notallow
4719,5656,75FRV930F,notallow
4720,5656,YY0AXWEM4,notallow
4721,5656,6ZEWYA35R,notallow
4722,5656,XYVFENY75,notallow
