SN,Gtin,Serial no,Status
1480,678768,PHGRVKY9E,notallow
1481,678768,N449SK3R5,notallow
1482,678768,ZKKTSKGEX,notallow
1483,678768,TYCH5CGTT,notallow
1484,678768,HKYZ6DMYT,notallow
1485,678768,MBFD77WZN,notallow
1486,678768,N5HCV8ES6,notallow
1487,678768,F7MH18W77,notallow
1488,678768,VWBVCF837,notallow
1489,678768,83GAZM341,notallow
1490,678768,6EGNY0KX2,notallow
1491,678768,839M9A9RC,notallow
1492,678768,GCACA364S,notallow
1493,678768,TR820YP7T,notallow
1494,678768,VF338FKGC,notallow
1495,678768,FVD68CXHS,notallow
1496,678768,2WXK196CZ,notallow
1497,678768,5GW132D0M,notallow
1498,678768,MS33E19V6,notallow
1499,678768,VD1113B92,notallow
1500,678768,MK0GZZX2B,notallow
1501,678768,N347P6CRG,notallow
1502,678768,VBF0YSZ5N,notallow
1503,678768,CR6DDZK56,notallow
1504,678768,AGTRP9W1B,notallow
1505,678768,DYET4H1TK,notallow
1506,678768,8M6DCKGC5,notallow
1507,678768,N7Y6NNV58,notallow
1508,678768,NRNYRV0P0,notallow
1509,678768,7Z8E7GEFB,notallow
1510,678768,R265G26HH,notallow
1511,678768,BXV1YPR3T,notallow
1512,678768,ETEA75VBC,notallow
1513,678768,SK7Z3RP1A,notallow
1514,678768,RA87TA0T0,notallow
1515,678768,46RWFM7R2,notallow
1516,678768,FRA962YF2,notallow
1517,678768,DKK08AF46,notallow
1518,678768,FRSH1T63C,notallow
1519,678768,VSHDYMSCK,notallow
1520,678768,2VHVSF932,notallow
1521,678768,27TVSF4BT,notallow
1522,678768,CVRFS8025,notallow
1523,678768,4KAY2MN1X,notallow
1524,678768,AYY11GRH6,notallow
1525,678768,GMMCVBXZ8,notallow
1526,678768,D05TP5XZW,notallow
1527,678768,A0E35V509,notallow
1528,678768,WCKVRG5S9,notallow
1529,678768,G52WE9EFD,notallow
1530,678768,EB0DPCP46,notallow
1531,678768,7G174YWB1,notallow
1532,678768,KNWTT83AA,notallow
1533,678768,NGGNTXDBB,notallow
1534,678768,302YRP76X,notallow
1535,678768,XXGC1NXAX,notallow
1536,678768,VAY2HNGTZ,notallow
1537,678768,TMT68ZTCR,notallow
1538,678768,FR579DC1P,notallow
1539,678768,TC3S1TFP2,notallow
1540,678768,2CCZ1H23Z,notallow
1541,678768,TEBN32K21,notallow
1542,678768,2RX5XKBGF,notallow
1543,678768,1FFK9FFR1,notallow
1544,678768,5R1AV3F17,notallow
1545,678768,PCBM35P13,notallow
1546,678768,VVYFW8CR2,notallow
1547,678768,E4W46ZKAP,notallow
1548,678768,5ZMHKD9P9,notallow
1549,678768,X4H6AE3C1,notallow
1550,678768,VWVMEVP30,notallow
1551,678768,3YZ32HV1T,notallow
1552,678768,3383VZ2W7,notallow
1553,678768,3T9GMXX1M,notallow
1554,678768,B2MTRS676,notallow
1555,678768,P7GH4CVCB,notallow
1556,678768,80PVRXYNY,notallow
1557,678768,86ETMR7RC,notallow
1558,678768,RDBE2CCV1,notallow
1559,678768,TXZ3ZP7X3,notallow
1560,678768,7MX29SZZP,notallow
1561,678768,T95P232MD,notallow
1562,678768,1CEXK71VA,notallow
1563,678768,SE5MCFZCB,notallow
1564,678768,T3B2NCE7K,notallow
1565,678768,5DKDH5MH3,notallow
1566,678768,4TCK1XWYS,notallow
1567,678768,WEYY594S6,notallow
1568,678768,KK3F5WG5Y,notallow
1569,678768,RGWWERS6B,notallow
1570,678768,A6T1VPK5X,notallow
1571,678768,G41AE8BDZ,notallow
1572,678768,FB63AKFG7,notallow
1573,678768,NAB1MMRTM,notallow
1574,678768,7X4FZVXV0,notallow
1575,678768,72NRC3HMD,notallow
1576,678768,P70C267FE,notallow
1577,678768,ZYSPVMF8H,notallow
1578,678768,BXRTMSG5Z,notallow
1579,678768,CWNWG8YXZ,notallow
1580,678768,BE6E73KT8,notallow
1581,678768,S3N3NCMAZ,notallow
1582,678768,19YMP5TSN,notallow
1583,678768,7XGTB0SFV,notallow
1584,678768,86FTG7NF7,notallow
1585,678768,KAF3VGSGA,notallow
1586,678768,RRXNX0ZT3,notallow
1587,678768,8DSTKP4GC,notallow
1588,678768,54N8WNEE9,notallow
1589,678768,8CX2FR0X2,notallow
1590,678768,58XPMR4VD,notallow
1591,678768,X1Y4XKV7C,notallow
1592,678768,VAZEHGN85,notallow
1593,678768,DY6AKKT7P,notallow
1594,678768,YFX2CZ34S,notallow
1595,678768,ABVMM95TV,notallow
1596,678768,DDNZTWPW5,notallow
1597,678768,1X1D14FEW,notallow
1598,678768,C5357RWFS,notallow
1599,678768,XT894R6RV,notallow
1600,678768,HFBN28FY5,notallow
1601,678768,S2WFPXZ3R,notallow
1602,678768,SMH5PY6S5,notallow
1603,678768,3H9GZTTP0,notallow
1604,678768,2EPZG7DR8,notallow
1605,678768,RTMT8HVAC,notallow
1606,678768,VPRTAYSF3,notallow
1607,678768,W6F22X59P,notallow
1608,678768,3P68GX2PE,notallow
1609,678768,DZP549A58,notallow
1610,678768,BBHZZD6SK,notallow
1611,678768,K2FKRV11E,notallow
1612,678768,7P3GX8AFK,notallow
1613,678768,9HK8B7KED,notallow
1614,678768,ZD0RKB1SZ,notallow
1615,678768,NANZ5CGCV,notallow
1616,678768,BE365Z53C,notallow
1617,678768,290HNAF1E,notallow
1618,678768,FV263FYPP,notallow
1619,678768,C1C1PZ4RS,notallow
1620,678768,1V022WBH6,notallow
1621,678768,W228ETAWR,notallow
1622,678768,4T9WRF10C,notallow
1623,678768,BP3PW4927,notallow
1624,678768,26W6ZCM5D,notallow
1625,678768,V98BTPNDG,notallow
1626,678768,WPNMA8DDV,notallow
1627,678768,RX47PN5S2,notallow
1628,678768,69M4B6T18,notallow
1629,678768,PTMZHGDZD,notallow
1630,678768,XCR9MRPHC,notallow
1631,678768,550RZ4WBG,notallow
1632,678768,E45W5CZ6D,notallow
1633,678768,N7C5VE07W,notallow
1634,678768,MFE5MF3NA,notallow
1635,678768,P8M6KCPAM,notallow
1636,678768,EDB7C0E1E,notallow
1637,678768,GEZW6B63R,notallow
1638,678768,HRV7SZ23W,notallow
1639,678768,TPN4WDTEB,notallow
1640,678768,YS845ENXW,notallow
1641,678768,WTWWA232C,notallow
1642,678768,P9X945PM0,notallow
1643,678768,2ENDSSGS8,notallow
1644,678768,H89MBCWNX,notallow
1645,678768,1RMPVAS1R,notallow
1646,678768,D7DGEX6AM,notallow
1647,678768,NZT2PT9Z2,notallow
1648,678768,XWT531G55,notallow
1649,678768,7F1AT69M1,notallow
1650,678768,AM4TWZ3G3,notallow
1651,678768,3RWC6ZGWE,notallow
1652,678768,NZ8RNXFYN,notallow
1653,678768,KG554WVFZ,notallow
1654,678768,N1TE1SN07,notallow
1655,678768,1D0A6NG1S,notallow
1656,678768,D1S8M01PT,notallow
1657,678768,M1S42EE6Z,notallow
1658,678768,GGC46SNWB,notallow
1659,678768,6S9Y6T4PE,notallow
1660,678768,CPT3HYXWT,notallow
1661,678768,KHY3V9DX1,notallow
1662,678768,DDFGZ0WYZ,notallow
1663,678768,D5E4EYR7E,notallow
1664,678768,M2V7AS87V,notallow
1665,678768,3N3ZM3W32,notallow
1666,678768,4PZDFZHRK,notallow
1667,678768,YY146G502,notallow
1668,678768,BFX9FVKA8,notallow
1669,678768,NYH2BDMG4,notallow
1670,678768,VKX8MPH9R,notallow
1671,678768,4A4N7BBWW,notallow
1672,678768,SW78WHYNG,notallow
1673,678768,M98N8C1CZ,notallow
1674,678768,6NKRZS7P2,notallow
1675,678768,FG1H20M2N,notallow
1676,678768,90CTZHZSV,notallow
1677,678768,ZE1875D01,notallow
1678,678768,MNRNACHKA,notallow
1679,678768,BKHW9Z0YR,notallow
1680,678768,1XK6YYSN7,notallow
1681,678768,YWNASYGEZ,notallow
1682,678768,WWCFXSZZE,notallow
1683,678768,RM1845A2M,notallow
1684,678768,5EP7X3D24,notallow
1685,678768,TX5BG2XVT,notallow
1686,678768,6ZXGPN09E,notallow
1687,678768,W0W4KC8DD,notallow
1688,678768,BFXD6YB17,notallow
1689,678768,8GT2T66Y4,notallow
1690,678768,BAEF37N6N,notallow
1691,678768,VFBAWA1SY,notallow
1692,678768,RZRZ4BAGZ,notallow
1693,678768,BP99X4FV1,notallow
1694,678768,G42T8HDBE,notallow
1695,678768,GF473VBB9,notallow
1696,678768,5K4KNC17Y,notallow
1697,678768,E8ZZWH3ZW,notallow
1698,678768,NSKKTS7Y3,notallow
1699,678768,RR5GZTSC0,notallow
1700,678768,58REN6GF5,notallow
1701,678768,PMV8VHKXG,notallow
1702,678768,KRSE8N2VT,notallow
1703,678768,1AS89SVGP,notallow
1704,678768,TH6MM6DFD,notallow
1705,678768,DZWWKN7EA,notallow
1706,678768,ER4SNS3SM,notallow
1707,678768,EM34F6XVB,notallow
1708,678768,A06Z99SW4,notallow
1709,678768,XE10WV4B6,notallow
1710,678768,3R996S0P1,notallow
1711,678768,RVVMH5K9A,notallow
1712,678768,EFPA552S5,notallow
1713,678768,7K9MADB9P,notallow
1714,678768,GTKY9T82K,notallow
1715,678768,RYC9WAAKT,notallow
1716,678768,TAEY488MG,notallow
1717,678768,629E0HVVT,notallow
1718,678768,ZKF5ZXRHH,notallow
1719,678768,9N141G127,notallow
1720,678768,1ZH22DA9F,notallow
1721,678768,XNZ5A9KZZ,notallow
1722,678768,YK529ZWRA,notallow
1723,678768,N60626ZKP,notallow
1724,678768,35AY75267,notallow
1725,678768,S5K9FNGEC,notallow
1726,678768,DD4Y2RSE9,notallow
1727,678768,7NTSXWRW0,notallow
1728,678768,XKX8ZTERA,notallow
1729,678768,Y62SFD1ZF,notallow
1730,678768,CVRPH2S1X,notallow
1731,678768,VH3SYRG62,notallow
1732,678768,3R8WGXFT5,notallow
1733,678768,6M9KFCS4T,notallow
1734,678768,34WZ7R6B4,notallow
1735,678768,YG3R64M99,notallow
1736,678768,76KETK30G,notallow
1737,678768,G9ZWYBYEM,notallow
1738,678768,EC005NHA9,notallow
1739,678768,MC3HW8PZX,notallow
1740,678768,DDXA6D7ZD,notallow
1741,678768,B3MX2WF95,notallow
1742,678768,7XNT7YEXB,notallow
1743,678768,20RM66P3D,notallow
1744,678768,6GS2CYNGP,notallow
1745,678768,3P1EV6P6S,notallow
1746,678768,V7R4P809T,notallow
1747,678768,Z2K4CET7H,notallow
1748,678768,BC8T5PECN,notallow
1749,678768,SWRMAVZ0V,notallow
1750,678768,FV55PEW9G,notallow
1751,678768,TZB01YBK8,notallow
1752,678768,F6VYPSYW0,notallow
1753,678768,WBDEFE6DR,notallow
1754,678768,KHKR02TY5,notallow
1755,678768,568G0FE05,notallow
1756,678768,TWRCW744X,notallow
1757,678768,NTS573AYZ,notallow
1758,678768,XXZ0S7EZ4,notallow
1759,678768,VVPWRC9YK,notallow
1760,678768,3SN7X991M,notallow
1761,678768,F40K60K0K,notallow
1762,678768,28E4B0FN6,notallow
1763,678768,4CG6116M6,notallow
1764,678768,39P086FTX,notallow
1765,678768,527S9N59G,notallow
1766,678768,CX0SXS7C2,notallow
1767,678768,GW3S3YF33,notallow
1768,678768,7DDGW2Y91,notallow
1769,678768,R9RSST4T8,notallow
1770,678768,MTPXHYNEE,notallow
1771,678768,N0H36XVDB,notallow
1772,678768,K40Y070RD,notallow
1773,678768,X8KA17XTV,notallow
1774,678768,2D4812B59,notallow
1775,678768,CX6RY92YB,notallow
1776,678768,FC1NK4MK0,notallow
1777,678768,K1C8HFD0T,notallow
1778,678768,T4T8D8M7Z,notallow
1779,678768,K62BDFVSE,notallow
1780,678768,CGA6PMXFB,notallow
1781,678768,MMGFM1BPM,notallow
1782,678768,SVZPT5A1B,notallow
1783,678768,3GYPHBV1X,notallow
1784,678768,XASMC2N7V,notallow
1785,678768,5BB7D02FP,notallow
1786,678768,1K895Z3WS,notallow
1787,678768,2H84VP7EH,notallow
1788,678768,TPX2AFAZF,notallow
1789,678768,W6FM0R64G,notallow
1790,678768,GX5BWHY24,notallow
1791,678768,2TS2AS7R0,notallow
1792,678768,FE85RX3MW,notallow
1793,678768,HAWZZWAAA,notallow
1794,678768,2KEVY8D4S,notallow
1795,678768,X1YTZ9NRH,notallow
1796,678768,AG7S7C9A3,notallow
1797,678768,9F948ZEFK,notallow
1798,678768,RK6RT9SGH,notallow
1799,678768,83TY8130B,notallow
1800,678768,8PZP3S042,notallow
1801,678768,CRXVCR6H1,notallow
1802,678768,5C2VSAP0N,notallow
1803,678768,1E55HT4W8,notallow
1804,678768,71WD7NPFA,notallow
1805,678768,V8TEV94DK,notallow
1806,678768,7XBY1051M,notallow
1807,678768,F7GN18G39,notallow
1808,678768,PX5CSWS5X,notallow
1809,678768,87HMNA9YG,notallow
1810,678768,K2804PBFW,notallow
1811,678768,ZYXXH9VWA,notallow
1812,678768,15VZM2BPM,notallow
1813,678768,NM2HG7PWF,notallow
1814,678768,M37468BPD,notallow
1815,678768,4MCR0G4RX,notallow
1816,678768,N68WDFAM0,notallow
1817,678768,MG0HXHMWK,notallow
1818,678768,DDSTCA529,notallow
1819,678768,79963RZ2W,notallow
1820,678768,4MN3RPMT9,notallow
1821,678768,N0DKXSR9M,notallow
1822,678768,MR7126BCD,notallow
1823,678768,B8E9R05FH,notallow
1824,678768,WPZVFH315,notallow
1825,678768,F7V695RXH,notallow
1826,678768,1H49S1A11,notallow
1827,678768,4XANTN4P1,notallow
1828,678768,PCBCV3ME1,notallow
1829,678768,H2D1TFX6Z,notallow
1830,678768,C33MGD0NW,notallow
1831,678768,5N5EFNMM7,notallow
1832,678768,86MEP9FGG,notallow
1833,678768,E1497FAC8,notallow
1834,678768,5C1B4WDC0,notallow
1835,678768,6PK0EYSA5,notallow
1836,678768,W8YSAA7DN,notallow
1837,678768,4ZV2H4D7A,notallow
1838,678768,2C3EAXAFS,notallow
1839,678768,V4H5SB43R,notallow
1840,678768,592DYX364,notallow
1841,678768,ZNKZ2XTR0,notallow
1842,678768,MFBYY5PMM,notallow
1843,678768,H1PAD6PH9,notallow
1844,678768,57MSZGP6A,notallow
1845,678768,175AMZM5E,notallow
1846,678768,2R2NEYEBS,notallow
1847,678768,68HW4FXAW,notallow
1848,678768,WKX67E3PA,notallow
1849,678768,MDX2REHS9,notallow
1850,678768,NTPF93PN0,notallow
1851,678768,P3EBKSKZK,notallow
1852,678768,XX6YNGS19,notallow
1853,678768,K47G9K27T,notallow
1854,678768,PYD4BFHF1,notallow
1855,678768,S1G5YCWFZ,notallow
1856,678768,CR0T6TRHS,notallow
1857,678768,ZR0R14GTV,notallow
1858,678768,S75XDYRGT,notallow
1859,678768,N8FKR122Y,notallow
1860,678768,3EGX4SM7F,notallow
1861,678768,ASXT8KTNF,notallow
1862,678768,D6RNCP4BC,notallow
1863,678768,4D67XAMZT,notallow
1864,678768,1F4RXA0YK,notallow
1865,678768,P4ZTR68RF,notallow
1866,678768,CBBN9PMCH,notallow
1867,678768,NX5Z7R7DM,notallow
1868,678768,AVR7K93CS,notallow
1869,678768,1RCX22K8B,notallow
1870,678768,BB9A2DG5B,notallow
1871,678768,39XPA5CAR,notallow
1872,678768,D42VPCVHW,notallow
1873,678768,DYHBGZST4,notallow
1874,678768,2K623M5KB,notallow
1875,678768,5H4WB1R3B,notallow
1876,678768,NZ861BXMF,notallow
1877,678768,6SGEZNKZ9,notallow
1878,678768,S6BS8PD14,notallow
1879,678768,69H5E6SM0,notallow
1880,678768,3DD9FEH66,notallow
1881,678768,60K8NEPZT,notallow
1882,678768,F9KRFXA1T,notallow
1883,678768,WVE9ES7SZ,notallow
1884,678768,E2R3B3EC5,notallow
1885,678768,D44VWDAC7,notallow
1886,678768,X08P54VTX,notallow
1887,678768,G21KV8FNX,notallow
1888,678768,3A1268YCF,notallow
1889,678768,7XC0S6SV1,notallow
1890,678768,TWZ9PP4G1,notallow
1891,678768,BN555MAC6,notallow
1892,678768,GP2S4RFNW,notallow
1893,678768,HW1GDYNER,notallow
1894,678768,T6FRG40Y6,notallow
1895,678768,EBP8863YZ,notallow
1896,678768,VPSC32MD0,notallow
1897,678768,R9YGXD2M3,notallow
1898,678768,KRWZ39CT2,notallow
1899,678768,Y3H93Y4WG,notallow
1900,678768,YKV45CXCB,notallow
1901,678768,TX1BBM6WZ,notallow
1902,678768,EN4DXA2ZB,notallow
1903,678768,BWEX83MRP,notallow
1904,678768,BEK5G4K50,notallow
1905,678768,SFV8EZEYP,notallow
1906,678768,YX6GGMTPB,notallow
1907,678768,H4CNRHP40,notallow
1908,678768,HD6R6Y8WP,notallow
1909,678768,3RMEK4YW3,notallow
1910,678768,MPBXCRAF7,notallow
1911,678768,NA4593884,notallow
1912,678768,R0BZ4NSND,notallow
1913,678768,KH3DZRDG9,notallow
1914,678768,739WXBY0B,notallow
1915,678768,H75EBS1KD,notallow
1916,678768,W9KXHEHYC,notallow
1917,678768,H2V8FB889,notallow
1918,678768,54Z0ZPAD9,notallow
1919,678768,6FGBHW53B,notallow
1920,678768,2934F57EY,notallow
1921,678768,AB12SXK04,notallow
1922,678768,D7TDMMDZS,notallow
1923,678768,B3MMX9HBA,notallow
1924,678768,9P8FBWM1Z,notallow
1925,678768,TCC2K6T6P,notallow
1926,678768,661Z0Z30V,notallow
1927,678768,YTM5T7MWX,notallow
1928,678768,7XSH3444H,notallow
1929,678768,6240774KE,notallow
1930,678768,N1RKAGPMM,notallow
1931,678768,Z4HYRSRBA,notallow
1932,678768,8GPNDE3RB,notallow
1933,678768,379Z0G5AG,notallow
1934,678768,2293MC9YF,notallow
1935,678768,21WRE5NFV,notallow
1936,678768,1T7X5VNMA,notallow
1937,678768,637NZGHGG,notallow
1938,678768,50CC15ANK,notallow
1939,678768,MR8DWREV6,notallow
1940,678768,MCE5ESDHH,notallow
1941,678768,2E31BCGD6,notallow
1942,678768,H93V5W69N,notallow
1943,678768,G3CYS7FD6,notallow
1944,678768,EMYE6PERA,notallow
1945,678768,C3W4MV94S,notallow
1946,678768,1C0GZ54EG,notallow
1947,678768,FDP6XPMBE,notallow
1948,678768,D9N0PXF1E,notallow
1949,678768,SGKHG1PB6,notallow
1950,678768,CZZBRF6WV,notallow
1951,678768,CKRZGYR85,notallow
1952,678768,RVEARTSN9,notallow
1953,678768,HBZ3XXATY,notallow
1954,678768,KGG841C76,notallow
1955,678768,SVF9P0PCD,notallow
1956,678768,44PRW6D5V,notallow
1957,678768,48H9D2C65,notallow
1958,678768,PXKH642XR,notallow
1959,678768,WWK0H1X8W,notallow
1960,678768,9Y4V0F53P,notallow
1961,678768,5CDNHARCA,notallow
1962,678768,MRSCTRW98,notallow
1963,678768,4XB2E7X3H,notallow
1964,678768,PT9KPMCEN,notallow
1965,678768,H1P8MY5NE,notallow
1966,678768,N8HZBBTDZ,notallow
1967,678768,16NS01112,notallow
1968,678768,GC7E9T1AX,notallow
1969,678768,392047W7V,notallow
1970,678768,K6PAA8F0M,notallow
1971,678768,93ZY4TGSZ,notallow
1972,678768,FT25BVGF4,notallow
1973,678768,8HF2MWTXW,notallow
1974,678768,8VN28Y41K,notallow
1975,678768,75KE2CS21,notallow
1976,678768,WKYANTVC8,notallow
1977,678768,KTZ8B6A7M,notallow
1978,678768,3XN572AG1,notallow
1979,678768,XCV4EDC36,notallow
1980,678768,V8VDA0VSH,notallow
1981,678768,39K5HK9N6,notallow
1982,678768,SP56FF16D,notallow
1983,678768,N0WA7VED5,notallow
1984,678768,B7N74WM38,notallow
1985,678768,PMYSBFEEZ,notallow
1986,678768,T4S3T69W2,notallow
1987,678768,SBNY22T81,notallow
1988,678768,B9DXPYSDG,notallow
1989,678768,YH53G41AT,notallow
1990,678768,G1NG3K1YK,notallow
1991,678768,MBN1E8Y1P,notallow
1992,678768,F0NKWK64H,notallow
1993,678768,83W9CX071,notallow
1994,678768,RCYG7T9HM,notallow
1995,678768,PFC0S00AG,notallow
1996,678768,DFSSNTVBW,notallow
1997,678768,3KTNCGVHW,notallow
1998,678768,D1N3T8M3R,notallow
1999,678768,3YC3RW93W,notallow
2000,678768,C7KFE0HS8,notallow
2001,678768,KKKF76G2B,notallow
2002,678768,AVNZ67KEA,notallow
2003,678768,P2Z8529SF,notallow
2004,678768,K1801Z08F,notallow
2005,678768,FB84M6WSZ,notallow
2006,678768,RY12S7T7M,notallow
2007,678768,6M54AMEC3,notallow
2008,678768,9GF09951H,notallow
2009,678768,768C3Y9RD,notallow
2010,678768,HCRCV54B3,notallow
2011,678768,X5M1BFNZ2,notallow
2012,678768,YV76M6VZG,notallow
2013,678768,EA6K48TZ2,notallow
2014,678768,8C5CAKZ9K,notallow
2015,678768,T52FKAYT2,notallow
2016,678768,2Y96V6S5K,notallow
2017,678768,HBTVA4ACV,notallow
2018,678768,3NTZYCH1A,notallow
2019,678768,TXVTK4AYE,notallow
2020,678768,TDD9DA50D,notallow
2021,678768,YVEX32PG9,notallow
2022,678768,WGX175YGD,notallow
2023,678768,7CFAGEFFX,notallow
